报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,
营业总收入(万元),60206,69496,70612,56059,42570,43362,42838,57138,70237,46585,21874,15009,
营业收入(万元),60206,69496,70612,56059,42570,43362,42838,57138,70237,46585,21874,15009,
利息收入(万元),--,--,--,--,--,--,--,--,--,0,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,0,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,0,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,0,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,0,0,0,
营业总成本(万元),236104,124881,72391,59379,47838,48439,45027,51570,55579,37853,20310,14719,
营业成本(万元),39100,49342,47948,36076,25891,26847,27442,32779,37039,26109,13412,10672,
利息支出(万元),--,--,--,--,--,--,--,--,--,0,0,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,0,0,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,0,0,0,
研发费用(万元),12794,--,--,--,--,--,--,--,--,0,0,0,
退保金(万元),--,--,--,--,--,--,--,--,--,0,0,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,0,0,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,0,0,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,0,0,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,0,0,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,0,0,0,
营业税金及附加(万元),468,402,403,197,212,289,200,413,204,131,49,34,
销售费用(万元),4871,6348,7020,7673,5692,4824,3370,2701,2646,1937,969,627,
管理费用(万元),9922,17397,16243,14453,19221,21119,20403,20750,18025,9391,5851,2956,
财务费用(万元),1185,-654,-847,-2291,-6354,-6388,-7022,-5952,-3203,104,156,80,
资产减值损失(万元),167764,52047,1624,3271,3176,1748,634,879,868,179,-127,350,
公允价值变动收益(万元),17719,--,--,--,--,--,--,--,--,0,0,0,
投资收益(万元),518,4585,9564,7235,547,223,--,--,--,0,0,0,
对联营企业和合营企业的投资收益(万元),-800,--,--,--,--,--,--,--,--,0,0,0,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,0,0,0,
期货损益(万元),--,--,--,--,--,--,--,--,--,0,0,0,
托管收益(万元),--,--,--,--,--,--,--,--,--,0,0,0,
补贴收入(万元),--,--,--,--,--,--,--,--,--,0,0,0,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,0,0,0,
营业利润(万元),-156030,-48762,7786,3916,-4722,-4854,-2189,5568,14658,8732,1563,290,
营业外收入(万元),210,34,4016,6309,6046,6306,8634,5863,4562,2974,865,1081,
营业外支出(万元),50,-307,162,475,303,713,8,--,96,11,17,12,
非流动资产处置损失(万元),--,--,0,1,1,13,--,--,1,0,0,0,
利润总额(万元),-155871,-48421,11640,9749,1022,739,6437,11430,19124,11694,2412,1359,
所得税费用(万元),-12135,470,1516,1151,8,271,939,659,1423,0,0,0,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,0,0,0,
净利润(万元),-143735,-48891,10124,8598,1014,468,5499,10771,17702,11694,2412,1359,
归属于母公司所有者的净利润(万元),-126575,-48804,10121,8601,1015,469,5499,10771,17702,11694,2412,1359,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,0,0,0,
少数股东损益(万元),-17160,-87,4,-2,-1,-1,-1,--,--,0,0,0,
基本每股收益,-2.26,-0.88,0.18,0.32,0.04,0.02,0.2,0.4,1.77,1.44,0.36,0.21,
稀释每股收益,-2.26,-0.88,0.18,0.31,0.04,0.02,0.2,0.4,1.77,1.44,0.36,0.21,
