报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),81411,39251,33757,29302,29277,24618,17874,
营业收入(万元),81411,39251,33757,29302,29277,24618,17874,
利息收入(万元),--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,
营业总成本(万元),75249,34198,28891,25126,24224,21143,15896,
营业成本(万元),69062,28771,24584,21425,21330,18569,13605,
利息支出(万元),--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,
研发费用(万元),1474,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,
营业税金及附加(万元),437,389,293,121,140,140,398,
销售费用(万元),538,458,668,513,476,386,334,
管理费用(万元),3601,4310,3033,2723,2015,1821,1511,
财务费用(万元),-5,230,285,328,254,193,43,
资产减值损失(万元),143,40,27,15,8,35,6,
公允价值变动收益(万元),--,--,--,--,--,--,--,
投资收益(万元),147,--,--,17,18,5,43,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,
营业利润(万元),6327,5307,4866,4194,5071,3480,2020,
营业外收入(万元),321,721,232,161,392,28,0,
营业外支出(万元),110,19,63,51,25,119,7,
非流动资产处置损失(万元),--,--,39,15,1,21,2,
利润总额(万元),6538,6009,5035,4304,5438,3388,2013,
所得税费用(万元),1020,843,940,1061,1213,796,188,
未确认投资损失(万元),--,--,--,--,--,--,--,
净利润(万元),5518,5165,4095,3243,4225,2592,1825,
归属于母公司所有者的净利润(万元),5562,5189,4095,3243,4225,2589,1830,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,
少数股东损益(万元),-45,-24,--,--,-0,3,-6,
基本每股收益,0.63,0.72,0.62,0.54,0.7,0.43,0.31,
稀释每股收益,0.63,0.72,0.62,0.54,0.7,0.43,0.31,
