报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,
营业总收入(万元),2310202,2255500,2221729,2348002,2676440,792745,710397,680596,608503,512584,416868,132734,118749,
营业收入(万元),2310202,2255500,2221729,2348002,2676440,792745,710397,680596,608503,512584,416868,132734,118749,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),2216312,2180500,2131334,2272049,2616524,754073,677662,650381,583522,494200,402305,129183,115504,
营业成本(万元),1902875,1827556,1788339,1928408,2272304,674523,601178,582420,526217,438722,340731,109593,97800,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),44257,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),9000,8258,4336,3068,2857,885,894,853,593,531,454,6,--,
销售费用(万元),21416,25351,21913,20531,18970,9443,9744,8487,6380,5698,7065,11314,10452,
管理费用(万元),174627,231582,222245,210266,209262,50406,49485,44719,41427,31499,34063,5813,3818,
财务费用(万元),42095,73716,82138,96691,102376,13335,12975,11808,8374,16848,20177,2125,2073,
资产减值损失(万元),22042,14038,12362,13086,10754,5481,3385,2094,531,901,-184,333,1361,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),17870,32754,8403,30095,36196,-1183,-520,-491,-664,-154,110,2937,1211,
对联营企业和合营企业的投资收益(万元),4025,3785,4221,3967,4173,-1222,-520,-491,-699,-166,103,1537,1110,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),123765,119018,98797,106048,96112,37489,32215,29725,24318,18231,14673,6488,4456,
营业外收入(万元),11195,4835,21114,27458,23587,2363,2511,1367,1580,1521,1149,64,14,
营业外支出(万元),3199,3413,3392,2105,1744,1199,400,654,471,411,1414,334,189,
非流动资产处置损失(万元),--,--,2385,1141,1379,1099,384,532,461,398,1301,177,17,
利润总额(万元),131761,120440,116519,131402,117955,38652,34326,30438,25428,19340,14408,6218,4281,
所得税费用(万元),23406,26906,24919,23815,17802,5718,5910,5163,3463,2930,1409,1432,1370,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),108355,93534,91600,107587,100152,32935,28417,25275,21964,16410,12999,4786,2910,
归属于母公司所有者的净利润(万元),106391,95999,89070,103334,93649,32981,29163,25915,20921,15484,11795,2727,970,
被合并方在合并前实现净利润(万元),--,--,--,--,9266,--,--,--,--,--,--,--,--,
少数股东损益(万元),1964,-2465,2530,4253,6504,-47,-747,-640,1044,926,1204,2059,1940,
基本每股收益,0.47,0.47,0.46,0.53,0.5,0.3,0.27,0.24,0.38,0.35,0.41,0.12,0.04,
稀释每股收益,0.47,0.47,0.46,0.53,0.5,0.3,0.27,0.24,0.38,0.35,0.41,0.12,0.04,
