报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,
营业总收入(万元),57503,133240,89496,113378,111602,97565,119315,75206,57620,31637,16467,
营业收入(万元),57503,133240,89496,113378,111602,97565,119315,75206,57620,31637,16467,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),135974,122380,74445,97273,92743,80541,99826,62002,46794,24480,14667,
营业成本(万元),49765,100862,63265,69318,74181,65451,85652,51472,39981,21724,13250,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),5722,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),2117,1436,1264,1397,1129,749,986,303,91,165,99,
销售费用(万元),3453,1389,1883,2563,3474,2482,2669,2365,995,584,332,
管理费用(万元),14848,15257,12791,11711,9139,8301,8163,5304,5164,1729,884,
财务费用(万元),-3481,247,1661,4996,-38,-1040,-1284,432,61,-66,-3,
资产减值损失(万元),63549,3189,-6419,7289,4858,4598,3640,2125,502,345,104,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),40,10,500,1247,22,505,--,-0,--,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),-79963,10966,15552,17352,18881,17530,19489,13204,10826,7157,1800,
营业外收入(万元),2338,815,4567,2835,6029,1398,1359,201,89,6,--,
营业外支出(万元),249,6,1638,29,22,226,110,55,144,204,50,
非流动资产处置损失(万元),--,--,1,4,--,1,--,12,6,--,--,
利润总额(万元),-77874,11776,18481,20159,24888,18701,20738,13350,10771,6959,1750,
所得税费用(万元),-3035,2446,3626,3917,3873,2975,3171,2325,1639,1054,266,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),-74839,9330,14854,16241,21014,15727,17567,11025,9132,5904,1485,
归属于母公司所有者的净利润(万元),-63997,9389,15504,16929,21275,15955,17620,11025,9132,5904,1485,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),-10842,-59,-649,-688,-261,-228,-53,--,--,--,--,
基本每股收益,-0.25,0.04,0.08,0.24,0.8,0.6,1.41,1.1,1.09,0.8,0.2,
稀释每股收益,-0.25,0.04,0.08,0.24,0.8,0.6,1.41,1.1,1.09,0.8,0.2,
