报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),1141392,1055377,1029260,1058788,1059990,1066761,966283,909050,
营业收入(万元),1141392,1055377,1029260,1058788,1059990,1066761,966283,909050,
利息收入(万元),--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,
营业总成本(万元),1107700,1004666,982980,1013663,1017208,1024633,923745,876715,
营业成本(万元),885193,844759,832041,855728,860786,878590,789493,752255,
利息支出(万元),--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,
营业税金及附加(万元),9808,8433,7946,7269,7175,6583,5595,4806,
销售费用(万元),137653,99555,89296,90727,91735,88387,81840,78468,
管理费用(万元),62888,41131,37532,40073,38789,34909,33831,32950,
财务费用(万元),7342,7298,11731,15431,14445,12264,10347,5980,
资产减值损失(万元),4816,3491,4434,4436,4278,3900,2639,2255,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,
投资收益(万元),1437,1351,--,--,-37,122,550,11124,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,122,550,315,
汇兑收益(万元),--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,
营业利润(万元),35735,52517,46280,45124,42745,42249,43088,43460,
营业外收入(万元),2839,2968,4316,2484,4406,4642,2536,2342,
营业外支出(万元),1159,200,188,376,279,482,221,523,
非流动资产处置损失(万元),--,--,51,90,24,8,--,203,
利润总额(万元),37415,55284,50408,47232,46872,46410,45403,45278,
所得税费用(万元),17209,15835,14218,13414,13475,13160,12066,14698,
未确认投资损失(万元),--,--,--,--,--,--,--,--,
净利润(万元),20206,39449,36190,33818,33397,33250,33337,30581,
归属于母公司所有者的净利润(万元),20208,39453,36187,33817,33392,33252,33336,29407,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,10108,
少数股东损益(万元),-2,-4,4,2,5,-2,1,1174,
基本每股收益,0.23,0.49,0.53,0.49,0.49,0.49,0.49,0.51,
稀释每股收益,0.23,0.49,0.53,0.49,0.49,0.49,0.49,0.51,
