报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,
营业总收入(万元),135814,113788,107194,95431,110210,113262,118346,114593,82453,62689,69546,54799,
营业收入(万元),135814,113788,107194,95431,110210,113262,118346,114593,82453,62689,69546,54799,
利息收入(万元),--,--,--,--,--,--,--,--,--,0,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,0,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,0,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,0,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,0,0,0,
营业总成本(万元),119750,110845,103097,83655,95296,96370,105184,111022,79092,55861,66177,50928,
营业成本(万元),101058,90411,78855,68447,78929,81139,89867,98737,70036,48173,58360,44359,
利息支出(万元),--,--,--,--,--,--,--,--,--,0,0,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,0,0,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,0,0,0,
研发费用(万元),4047,--,--,--,--,--,--,--,--,0,0,0,
退保金(万元),--,--,--,--,--,--,--,--,--,0,0,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,0,0,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,0,0,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,0,0,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,0,0,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,0,0,0,
营业税金及附加(万元),779,703,1007,712,603,667,692,353,202,261,192,194,
销售费用(万元),7646,7686,9293,6275,7270,7412,7587,5806,4677,3004,2704,2396,
管理费用(万元),6568,10739,13493,8682,8452,7337,7171,5886,4109,3339,3057,2230,
财务费用(万元),-1340,779,-475,-1129,-366,-265,-473,-251,36,875,1617,1558,
资产减值损失(万元),991,528,924,668,408,81,340,491,33,209,247,190,
公允价值变动收益(万元),-282,--,--,34,-224,116,-22,21,75,0,0,0,
投资收益(万元),837,5584,5,6,7,46,-1,1,48,1,2,0,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,-14,-4,--,--,0,0,0,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,0,0,0,
期货损益(万元),--,--,--,--,--,--,--,--,--,0,0,0,
托管收益(万元),--,--,--,--,--,--,--,--,--,0,0,0,
补贴收入(万元),--,--,--,--,--,--,--,--,--,0,0,0,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,0,0,0,
营业利润(万元),18301,12239,4102,11815,14697,17053,13140,3592,3484,6829,3370,3871,
营业外收入(万元),697,533,1592,1505,1790,1509,802,1528,1551,788,1308,1036,
营业外支出(万元),280,268,571,285,210,226,265,225,200,133,194,99,
非流动资产处置损失(万元),--,--,37,1,0,--,17,20,--,0,87,0,
利润总额(万元),18718,12504,5122,13035,16277,18336,13677,4895,4835,7483,4484,4808,
所得税费用(万元),3418,2143,1843,2393,2880,3752,2813,678,808,1028,362,428,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,0,0,0,
净利润(万元),15300,10361,3279,10643,13397,14584,10864,4217,4027,6455,4121,4381,
归属于母公司所有者的净利润(万元),15637,11252,5390,10681,13342,14363,10237,3795,3684,6109,3740,3925,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,0,0,0,
少数股东损益(万元),-337,-890,-2111,-39,55,221,627,422,343,346,381,455,
基本每股收益,0.37,0.26,0.13,0.3,0.57,0.61,0.87,0.32,0.5,1.05,0.64,0.7,
稀释每股收益,0.37,0.26,0.13,0.3,0.57,0.61,0.87,0.32,0.5,1.05,0.64,0.7,
