报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),56684,44892,36337,31983,30228,24339,21123,
营业收入(万元),56684,44892,36337,31983,30228,24339,21123,
利息收入(万元),--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,
营业总成本(万元),53937,42524,33611,29803,27249,21922,19077,
营业成本(万元),34134,27154,21676,18910,17738,13942,12152,
利息支出(万元),--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,
研发费用(万元),7039,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,
营业税金及附加(万元),375,358,311,262,235,260,332,
销售费用(万元),5246,3811,3047,2555,2375,2032,1735,
管理费用(万元),5110,9780,8048,6933,5755,4746,3939,
财务费用(万元),633,239,254,180,469,398,466,
资产减值损失(万元),1399,1182,276,961,677,543,452,
公允价值变动收益(万元),--,--,--,--,--,--,--,
投资收益(万元),320,214,-106,-168,110,120,45,
对联营企业和合营企业的投资收益(万元),78,40,-106,-168,110,120,45,
汇兑收益(万元),--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,
营业利润(万元),5273,4257,2620,2012,3089,2538,2092,
营业外收入(万元),18,1,2303,1803,1395,963,788,
营业外支出(万元),340,7,89,37,31,26,249,
非流动资产处置损失(万元),--,--,6,--,0,--,5,
利润总额(万元),4950,4252,4834,3778,4453,3475,2631,
所得税费用(万元),-63,125,85,363,529,463,388,
未确认投资损失(万元),--,--,--,--,--,--,--,
净利润(万元),5013,4126,4749,3415,3924,3013,2243,
归属于母公司所有者的净利润(万元),5035,4197,4575,3345,3618,2853,1838,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,
少数股东损益(万元),-22,-71,174,70,306,160,404,
基本每股收益,0.76,0.69,0.92,0.67,0.8,0.63,0.41,
稀释每股收益,0.76,0.69,0.92,0.67,0.8,0.63,0.41,
