报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,
营业总收入(万元),3084858,1528971,1233515,1110825,1566474,1571073,1461334,1572817,1106410,693773,456873,386041,291184,245062,
营业收入(万元),3084858,1528971,1233515,1110825,1566474,1571073,1461334,1572817,1106410,693773,456873,386041,291184,245062,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),2798889,1517365,1320327,1389037,1659388,1596325,1501245,1410789,965827,619351,430550,350853,278260,239809,
营业成本(万元),2139788,1072921,935331,940603,1238112,1170762,1115634,1089803,755843,473796,326136,282272,224059,188833,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),4495,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),45971,21556,14732,6398,8199,9315,8833,10101,7478,4780,3989,3422,2574,1753,
销售费用(万元),108248,61916,45484,40541,41923,68679,57817,47886,40352,26425,19965,19896,15090,19670,
管理费用(万元),355236,239606,167414,230015,216196,197616,191014,168517,106198,84776,52616,24324,19216,14095,
财务费用(万元),126970,118042,125015,143410,151973,141351,121555,89279,54084,27185,25070,20091,16061,12994,
资产减值损失(万元),10260,3324,32352,28072,2986,8602,6391,5204,1871,2390,2773,847,1260,2463,
公允价值变动收益(万元),4140,19926,-12680,-15700,7453,-2269,791,--,--,--,--,0,0,--,
投资收益(万元),6424,-20099,55764,95114,1591,24731,23855,12764,33060,39154,13761,1290,3692,1493,
对联营企业和合营企业的投资收益(万元),10191,7201,-4963,-41593,1374,24294,23223,12243,29812,39157,13761,1187,1224,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),343591,37730,-43728,-198799,-83870,-2789,-15264,174792,173643,113575,40084,36478,16617,6747,
营业外收入(万元),3736,2354,66089,27647,70508,48750,40523,45900,30450,20525,22310,15376,12327,9986,
营业外支出(万元),5727,3932,2476,2413,4554,1522,2527,9082,5135,6057,3797,1233,1653,278,
非流动资产处置损失(万元),--,--,280,1099,563,817,952,5643,2950,4619,1538,745,1140,--,
利润总额(万元),341600,36152,19884,-173566,-17916,44439,22732,211610,198957,128044,58597,50621,27291,16456,
所得税费用(万元),85638,23039,22250,41469,9832,24566,8934,53446,42107,21600,6412,8532,4559,2472,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),255962,13113,-2365,-215034,-27748,19872,13798,158164,156850,106444,52185,42088,22732,13984,
归属于母公司所有者的净利润(万元),148323,11038,5289,-171522,3471,34445,18019,152541,139818,98387,44603,36776,21022,13032,
被合并方在合并前实现净利润(万元),48388,--,--,--,467,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),107639,2075,-7654,-43512,-31219,-14573,-4221,5623,17032,8057,7581,5313,1710,952,
基本每股收益,1.1,0.08,0.04,-1.27,0.03,0.26,0.13,1.24,1.15,0.81,0.41,0.38,0.22,0.14,
稀释每股收益,1.1,0.08,0.04,-1.27,0.03,0.26,0.13,1.24,1.15,0.81,0.41,0.38,0.22,0.14,
