报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),318591,250681,246941,250430,236221,228859,236521,--,
营业收入(万元),--,--,--,--,--,--,--,192552,
利息收入(万元),468284,435305,416650,433334,425718,412311,415183,297446,
已赚保费(万元),--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),9418,7659,6612,6661,6555,7354,5432,4861,
房地产销售收入(万元),--,--,--,--,--,--,--,--,
其他业务收入(万元),1893,1589,1729,1802,1718,1784,1838,1799,
营业总成本(万元),249539,162419,165535,161695,150175,110128,114259,--,
营业成本(万元),--,--,--,--,--,--,--,82742,
利息支出(万元),234115,225328,190475,196280,200446,194647,188505,113410,
手续费及佣金支出(万元),2936,2330,1650,1276,993,943,904,741,
房地产销售成本(万元),--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,
其他业务成本(万元),958,570,542,1164,1531,306,326,323,
营业税金及附加(万元),2513,2336,4832,12259,11255,11327,11969,8595,
销售费用(万元),102038,95979,88788,79115,84934,70532,58432,43244,
管理费用(万元),--,--,--,--,--,--,--,--,
财务费用(万元),--,--,--,--,--,--,--,--,
资产减值损失(万元),144029,63534,71373,69157,52456,27964,43533,30581,
公允价值变动收益(万元),1295,67,-2910,1579,--,--,--,--,
投资收益(万元),71711,33091,14624,2903,2419,1963,2049,1416,
对联营企业和合营企业的投资收益(万元),5833,2503,2464,2099,2052,1946,1685,1135,
汇兑收益(万元),2510,152,2361,1706,1249,1036,1429,1181,
期货损益(万元),--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,
营业利润(万元),69052,88262,81406,88735,86046,118731,122262,109810,
营业外收入(万元),579,2353,2211,1608,10360,4904,1520,2245,
营业外支出(万元),9055,13407,287,389,553,568,419,274,
非流动资产处置损失(万元),--,--,--,--,--,--,--,--,
利润总额(万元),60576,77208,83330,89954,95853,123067,123363,111781,
所得税费用(万元),-17437,1406,6591,8462,10716,20351,22959,21797,
未确认投资损失(万元),--,--,--,--,--,--,--,--,
净利润(万元),78012,75802,76739,81493,85136,102716,100405,89984,
归属于母公司所有者的净利润(万元),85735,80845,77793,81450,81792,99972,98550,88444,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,
少数股东损益(万元),-7723,-5043,-1053,43,3344,2744,1855,1540,
基本每股收益,0.49,0.46,0.48,0.52,0.53,0.64,0.79,0.78,
稀释每股收益,0.44,0.46,0.48,0.52,0.53,0.64,0.79,0.78,
