报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,
营业总收入(万元),101819,102375,90333,82040,91545,
营业收入(万元),101819,102375,90333,82040,91545,
利息收入(万元),--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,
营业总成本(万元),101197,96556,82117,73484,87332,
营业成本(万元),88537,84408,67976,60581,74655,
利息支出(万元),--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,
研发费用(万元),3733,--,--,--,--,
退保金(万元),--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,
分保费用(万元),--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,
营业税金及附加(万元),430,607,528,376,246,
销售费用(万元),3907,3762,4146,4499,4131,
管理费用(万元),3708,6944,7988,6729,6981,
财务费用(万元),543,638,616,868,881,
资产减值损失(万元),338,196,862,432,438,
公允价值变动收益(万元),--,--,--,--,--,
投资收益(万元),505,1,24,30,49,
对联营企业和合营企业的投资收益(万元),11,--,--,-2,--,
汇兑收益(万元),--,--,--,--,--,
期货损益(万元),--,--,--,--,--,
托管收益(万元),--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,
营业利润(万元),2066,6403,8229,8544,4262,
营业外收入(万元),472,148,1051,404,628,
营业外支出(万元),9,0,59,22,33,
非流动资产处置损失(万元),--,--,--,--,--,
利润总额(万元),2529,6550,9222,8926,4857,
所得税费用(万元),284,935,9222,8926,656,
未确认投资损失(万元),--,--,--,--,--,
净利润(万元),2246,5615,7723,7427,4200,
归属于母公司所有者的净利润(万元),2303,5643,7866,7512,4206,
被合并方在合并前实现净利润(万元),--,--,--,--,--,
少数股东损益(万元),-57,-28,-143,-86,-5,
基本每股收益,0.38,1.18,1.68,1.72,0.96,
稀释每股收益,0.38,1.18,1.68,1.72,0.96,
