报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,
营业总收入(万元),177716,166024,151059,142438,135250,125414,111893,99540,83878,76606,64258,42370,36041,
营业收入(万元),177716,166024,151059,142438,135250,125414,111893,99540,83878,76606,64258,42370,36041,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,
营业总成本(万元),110500,110851,98235,93118,74376,65572,60893,54324,45353,42475,39346,24979,19658,
营业成本(万元),101691,100963,89099,84638,65430,57818,51358,44831,35171,33534,31221,18600,15536,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,
营业税金及附加(万元),4523,4121,4096,2720,2029,1857,3871,3746,3100,2981,2617,1795,1508,
销售费用(万元),--,--,--,--,--,--,--,--,--,188,692,500,308,
管理费用(万元),4754,4815,5114,6019,8320,7427,6389,6600,5968,5105,4499,2575,2747,
财务费用(万元),-186,-12,-198,-317,-1541,-1591,-899,-923,-242,119,-414,-418,-469,
资产减值损失(万元),-282,964,123,57,138,61,174,70,1356,549,732,1928,28,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,
投资收益(万元),2422,1707,2433,1763,2067,1617,2081,424,279,3185,403,4224,554,
对联营企业和合营企业的投资收益(万元),505,327,398,361,204,179,155,126,107,61,76,69,67,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,
营业利润(万元),70477,57603,55257,51083,62941,61458,53082,45639,38805,37317,25316,21615,16937,
营业外收入(万元),293,342,860,564,1170,528,226,132,152,381,111,78,49,
营业外支出(万元),354,362,1000,20,213,443,338,150,270,974,132,212,231,
非流动资产处置损失(万元),--,--,208,11,158,76,232,131,191,90,10,87,68,
利润总额(万元),70416,57583,55117,51627,63899,61543,52969,45621,38686,36724,25295,21481,16755,
所得税费用(万元),17737,14596,13809,13049,16169,15536,13271,10935,8603,7335,3710,2415,2345,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,
净利润(万元),52679,42987,41309,38578,47730,46007,39699,34687,30083,29389,21585,19066,14409,
归属于母公司所有者的净利润(万元),50566,41080,39853,36952,45825,44001,37786,32626,28012,27015,19456,16479,12423,
被合并方在合并前实现净利润(万元),--,--,--,--,16,--,--,--,--,--,--,79,213,
少数股东损益(万元),2114,1906,1456,1626,1905,2007,1913,2061,2071,2374,2129,2508,1774,
基本每股收益,1.7,1.38,1.34,1.24,1.54,1.48,1.27,1.1,0.94,0.91,0.65,0.55,0.42,
稀释每股收益,1.7,1.38,1.34,1.24,1.54,1.48,1.27,1.1,0.94,0.91,0.65,0.55,0.42,
