报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,
营业总收入(万元),580617,531891,401940,403530,423958,424296,398107,412227,327651,235069,296391,227246,149820,111486,
营业收入(万元),580617,531891,401940,403530,423958,424296,398107,412227,327651,235069,296391,227246,149820,111486,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,--,
营业总成本(万元),565665,524791,419823,429585,443825,432779,410777,403679,329652,250051,272009,208584,140540,97436,
营业成本(万元),515086,477067,376478,362793,399788,398406,378785,373632,306955,228296,245163,185773,126557,84891,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,--,
研发费用(万元),3611,--,--,--,--,--,--,--,--,--,--,--,0,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,--,
营业税金及附加(万元),1935,2125,1668,27,293,372,537,237,8,23,355,276,230,150,
销售费用(万元),19151,18523,14787,15852,12262,9189,9311,9041,6751,6955,7499,6970,4769,4139,
管理费用(万元),16448,17261,14938,16778,15572,12475,11546,11791,9084,8859,9739,7154,5607,5261,
财务费用(万元),6850,8506,10417,14783,14883,12336,10376,8100,6930,5871,9474,8372,3288,2479,
资产减值损失(万元),2585,1310,1536,19352,1027,0,221,879,-77,46,-221,38,89,516,
公允价值变动收益(万元),-70,-367,439,--,--,--,--,--,--,--,--,--,0,--,
投资收益(万元),1305,2560,21252,28754,156,99,1435,879,88,138,59,-3,300,165,
对联营企业和合营企业的投资收益(万元),1359,--,177,123,-60,-90,-73,-135,150,138,58,-3,0,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,--,
营业利润(万元),18644,10342,3807,2699,-19711,-8384,-11235,9427,-1913,-14844,24442,18660,9580,14214,
营业外收入(万元),147,389,1499,1361,4188,10001,778,1209,3519,1938,857,35,78,34,
营业外支出(万元),610,3025,978,278,627,442,727,700,343,66,293,289,219,97,
非流动资产处置损失(万元),--,--,834,55,183,23,451,440,3,1,60,--,13,28,
利润总额(万元),18181,7706,4328,3782,-16150,1175,-11184,9936,1263,-12972,25005,18406,9439,14151,
所得税费用(万元),3867,1724,1264,827,-3776,-176,-3262,1906,213,-2981,4758,2136,3110,2821,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,--,
净利润(万元),14313,5982,3064,2954,-12373,1351,-7922,8030,1051,-9990,20247,16270,6329,11330,
归属于母公司所有者的净利润(万元),14203,5731,3060,2939,-12387,1319,-7942,8013,1038,-9942,20213,16259,6340,11337,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,0,--,--,--,--,--,--,--,
少数股东损益(万元),110,250,4,16,13,32,19,17,13,-49,34,12,-11,-7,
基本每股收益,0.22,0.09,0.05,0.05,-0.25,0.05,-0.3,0.31,0.04,-0.49,1.24,1.08,0.42,0.76,
稀释每股收益,0.22,0.09,0.05,0.05,-0.25,0.05,-0.3,0.31,0.04,-0.49,1.24,1.08,0.42,0.76,
