报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,
营业总收入(万元),180424,192775,232625,201332,131974,49636,66268,56739,48336,38752,30986,30998,27869,30319,
营业收入(万元),180424,192775,232625,201332,131974,49636,66268,56739,48336,38752,30986,30998,27869,30319,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),159321,120300,120687,115893,75179,32897,40225,33249,26588,22805,18350,20814,21913,24147,
营业成本(万元),60011,69996,84341,77751,49416,17529,26197,23277,17951,16467,11645,14002,17428,18767,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),9618,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),1622,1621,1439,773,742,740,1040,802,293,125,42,14,5,--,
销售费用(万元),19079,5551,3515,3257,2204,1608,1816,1147,1493,868,1090,1841,1484,2030,
管理费用(万元),37518,35228,31742,33889,21535,11044,11379,8509,7481,6422,5524,3855,2421,2758,
财务费用(万元),3705,3546,-1737,-1304,1361,1458,-456,-704,-697,-1116,128,513,414,446,
资产减值损失(万元),27769,4357,1387,1527,-78,518,249,218,65,40,-80,588,161,146,
公允价值变动收益(万元),-86953,-17828,15648,86522,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),-112489,42693,67231,971,3146,--,--,--,--,-12,-116,-141,--,--,
对联营企业和合营企业的投资收益(万元),-1486,146,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),-175151,100748,194817,172932,59941,16739,26043,23490,21748,15935,12520,10043,5956,6173,
营业外收入(万元),11,10,1703,2468,610,412,442,111,399,110,143,221,59,12,
营业外支出(万元),451,280,584,481,353,254,29,50,57,88,216,465,24,57,
非流动资产处置损失(万元),--,--,42,54,89,5,7,24,0,41,49,418,8,37,
利润总额(万元),-175591,100478,195935,174919,60198,16897,26457,23551,22090,15957,12448,9799,5992,6127,
所得税费用(万元),-23271,17283,30894,26876,9147,2645,4068,3606,3550,2280,1930,1635,921,1003,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),-152320,83195,165041,148043,51051,14252,22389,19945,18540,13677,10518,8163,5071,5124,
归属于母公司所有者的净利润(万元),-151840,83583,161315,144241,51085,14379,22501,20035,18550,13566,10479,8177,5071,5124,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),-480,-387,3726,3801,-34,-127,-112,-90,-10,111,39,-13,-0,--,
基本每股收益,-0.31,0.17,0.33,0.52,0.45,0.29,0.46,0.74,0.68,0.85,0.75,0.68,1.17,1.18,
稀释每股收益,-0.31,0.17,0.33,0.52,0.45,0.29,0.46,0.74,0.68,0.85,0.75,0.68,1.17,1.18,
