报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,
营业总收入(万元),178391,129121,93885,62957,48149,
营业收入(万元),178391,129121,93885,62957,48149,
利息收入(万元),--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,
营业总成本(万元),160097,118525,87385,56572,41246,
营业成本(万元),145761,105150,75557,48014,36562,
利息支出(万元),--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,
研发费用(万元),1043,--,--,--,--,
退保金(万元),--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,
分保费用(万元),--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,
营业税金及附加(万元),439,341,216,76,85,
销售费用(万元),3831,3277,2427,1803,1036,
管理费用(万元),8265,8756,9655,6858,3385,
财务费用(万元),712,973,-436,-235,165,
资产减值损失(万元),46,27,-33,56,13,
公允价值变动收益(万元),--,--,--,--,--,
投资收益(万元),-1595,194,1325,283,71,
对联营企业和合营企业的投资收益(万元),--,--,--,52,44,
汇兑收益(万元),--,--,--,--,--,
期货损益(万元),--,--,--,--,--,
托管收益(万元),--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,
营业利润(万元),16911,11106,7844,6668,6974,
营业外收入(万元),1136,683,731,950,472,
营业外支出(万元),118,190,75,237,65,
非流动资产处置损失(万元),--,--,--,--,48,
利润总额(万元),17928,11599,8499,7381,7380,
所得税费用(万元),4758,3253,2879,2005,1642,
未确认投资损失(万元),--,--,--,--,--,
净利润(万元),13170,8346,5621,5376,5739,
归属于母公司所有者的净利润(万元),13216,8369,5603,5135,5739,
被合并方在合并前实现净利润(万元),--,--,47,243,4402,
少数股东损益(万元),-45,-23,18,241,--,
基本每股收益,1.01,0.73,0.5,0.4,--,
稀释每股收益,1.01,0.73,0.5,0.4,--,
