报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,
营业总收入(万元),189816,37317,28862,20937,31320,43277,37697,37014,35298,31434,24155,18377,17714,17575,15078,
营业收入(万元),189816,37317,28862,20937,31320,43277,37697,37014,35298,31434,24155,18377,17714,17575,15078,
利息收入(万元),0,0,0,0,0,0,--,--,--,0,--,0,0,0,0,
已赚保费(万元),0,0,0,0,0,0,--,--,--,0,--,0,0,0,0,
手续费及佣金收入(万元),0,0,0,0,0,0,--,--,--,0,--,0,0,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
营业总成本(万元),162105,45029,35738,28201,43733,40656,31773,31692,26969,24609,18856,14467,13193,13085,10841,
营业成本(万元),54365,23568,17683,13788,22253,28185,20713,20507,17699,17094,13374,10721,10265,10769,9197,
利息支出(万元),0,0,0,0,0,0,--,--,--,0,--,0,0,0,0,
手续费及佣金支出(万元),0,0,0,0,0,0,--,--,--,0,--,0,0,0,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
研发费用(万元),5386,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
退保金(万元),0,0,0,0,0,0,--,--,--,0,--,0,0,0,0,
赔付支出净额(万元),0,0,0,0,0,0,--,--,--,0,--,0,0,0,0,
提取保险合同准备金净额(万元),0,0,0,0,0,0,--,--,--,0,--,0,0,0,0,
保单红利支出(万元),0,0,0,0,0,0,--,--,--,0,--,0,0,0,0,
分保费用(万元),0,0,0,0,0,0,--,--,--,0,--,0,0,0,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
营业税金及附加(万元),820,516,658,224,209,358,315,340,176,132,99,74,69,63,40,
销售费用(万元),89490,8131,4941,4744,7959,4345,4645,4752,3269,3982,2916,1467,1440,1128,633,
管理费用(万元),8789,12580,12068,8198,10988,7303,5781,5783,4514,3982,2188,1467,1113,967,873,
财务费用(万元),1574,141,-352,-117,-335,-435,-68,232,828,264,-49,146,165,75,57,
资产减值损失(万元),1681,94,741,1365,2658,899,385,77,482,175,328,592,140,83,40,
公允价值变动收益(万元),-1556,-10,1597,0,0,0,--,--,--,0,--,0,0,0,0,
投资收益(万元),19225,-4465,12013,20143,621,0,37,129,-618,1215,--,0,0,0,0,
对联营企业和合营企业的投资收益(万元),10921,-5794,9382,0,--,0,--,--,--,0,--,0,0,0,0,
汇兑收益(万元),0,0,0,0,0,0,--,--,--,0,--,0,0,0,0,
期货损益(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
托管收益(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
补贴收入(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
营业利润(万元),45696,-11931,6733,12879,-11791,2621,5961,5452,7711,8040,5298,3910,4521,4491,4237,
营业外收入(万元),187,135,1449,773,1130,1156,1543,2788,362,283,262,157,2,4,28,
营业外支出(万元),47,10,133,122,1332,58,6,49,7,1,33,0,0,27,9,
非流动资产处置损失(万元),--,--,11,95,508,51,3,36,4,0,--,0,0,0,9,
利润总额(万元),45835,-11806,8049,13530,-11993,3718,7497,8190,8067,8322,5528,4067,4524,4468,4256,
所得税费用(万元),5589,-1169,458,1207,-55,396,1179,1198,1230,1011,933,241,363,352,319,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
净利润(万元),40247,-10637,7591,12322,-11939,3322,6318,6992,6837,7311,4595,3826,4161,4116,3937,
归属于母公司所有者的净利润(万元),33639,-10761,7591,12833,-8885,3566,6420,7059,7026,7386,4614,3826,4161,4116,3937,
被合并方在合并前实现净利润(万元),--,--,--,--,--,0,--,--,--,0,--,--,--,--,--,
少数股东损益(万元),6608,124,0,-511,-3053,-244,-102,-67,-189,-75,-19,0,0,0,0,
基本每股收益,0.43,-0.14,0.09,0.17,-0.12,0.05,0.08,0.11,0.23,0.37,0.46,0.95,1.12,1.11,1.06,
稀释每股收益,0.43,-0.14,0.09,0.17,-0.12,0.05,0.08,0.11,0.23,0.37,0.46,0.95,1.12,1.11,1.06,
