报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),100208,75457,60663,20671,18986,18464,18759,16168,
营业收入(万元),100208,75457,60663,20671,18986,18464,18759,16168,
利息收入(万元),--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,
营业总成本(万元),88051,68169,54011,18884,15570,14445,14447,12283,
营业成本(万元),65136,48888,38682,13123,10871,10042,10150,8759,
利息支出(万元),--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,
研发费用(万元),5923,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,
营业税金及附加(万元),835,895,551,182,117,128,147,146,
销售费用(万元),7551,5386,4281,2712,2537,2413,2402,2315,
管理费用(万元),5979,9863,7692,2635,1763,1666,1576,1112,
财务费用(万元),578,81,125,-60,-20,19,53,69,
资产减值损失(万元),2048,3056,2680,292,303,177,119,-117,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,
投资收益(万元),292,568,517,101,1,7,--,--,
对联营企业和合营企业的投资收益(万元),-103,-145,-5,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,
营业利润(万元),14661,8690,7169,1889,3418,4027,4312,3885,
营业外收入(万元),51,11,1047,679,300,375,101,131,
营业外支出(万元),334,50,46,2,3,6,9,11,
非流动资产处置损失(万元),--,--,40,--,--,1,2,3,
利润总额(万元),14377,8650,8170,2566,3715,4396,4404,4004,
所得税费用(万元),1449,1644,1075,396,617,561,698,614,
未确认投资损失(万元),--,--,--,--,--,--,--,--,
净利润(万元),12928,7006,7094,2170,3098,3835,3706,3390,
归属于母公司所有者的净利润(万元),13100,7757,7269,2170,3098,3835,3708,3415,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,-126,
少数股东损益(万元),-171,-751,-174,--,--,--,-1,-25,
基本每股收益,0.18,0.16,0.3,0.28,0.52,0.64,0.62,0.57,
稀释每股收益,0.18,0.16,0.3,0.28,0.52,0.64,0.62,0.57,
