报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),277873,326720,164841,98045,64095,35184,
营业收入(万元),277873,326720,164841,98045,64095,35184,
利息收入(万元),--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,
营业总成本(万元),195539,214142,114238,79875,51427,28804,
营业成本(万元),158313,166833,95514,65405,43861,23926,
利息支出(万元),--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,
研发费用(万元),19739,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,
营业税金及附加(万元),2385,3462,1322,483,236,145,
销售费用(万元),4822,4671,2114,1220,922,543,
管理费用(万元),11860,27530,18055,14427,5775,3572,
财务费用(万元),-4314,7092,-3615,-1857,95,394,
资产减值损失(万元),2734,4554,850,196,539,225,
公允价值变动收益(万元),-12,-727,--,--,--,--,
投资收益(万元),5582,159,115,162,110,22,
对联营企业和合营企业的投资收益(万元),16,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,
营业利润(万元),91908,115083,50719,18332,12777,6402,
营业外收入(万元),696,118,1657,1060,603,647,
营业外支出(万元),69,23,58,59,53,66,
非流动资产处置损失(万元),--,--,16,25,18,0,
利润总额(万元),92535,115178,52318,19333,13328,6982,
所得税费用(万元),11340,16981,7749,2849,1531,778,
未确认投资损失(万元),--,--,--,--,--,--,
净利润(万元),81195,98196,44568,16484,11797,6204,
归属于母公司所有者的净利润(万元),81367,98386,44548,16479,11797,6201,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,
少数股东损益(万元),-172,-190,21,5,-1,3,
基本每股收益,1.81,2.59,1.17,0.43,0.31,0.26,
稀释每股收益,1.81,2.59,1.17,0.43,0.31,0.26,
