报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),128934,91243,80634,83403,63119,60250,
营业收入(万元),128934,91243,80634,83403,63119,60250,
利息收入(万元),--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,
营业总成本(万元),117380,80327,74449,75003,62263,59484,
营业成本(万元),99668,64905,60977,63212,52772,49417,
利息支出(万元),--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,
研发费用(万元),5570,6824,4646,3775,--,--,
退保金(万元),--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,
营业税金及附加(万元),692,558,473,344,75,429,
销售费用(万元),2491,1577,1282,1353,1162,1000,
管理费用(万元),5284,3847,7576,3718,5380,6300,
财务费用(万元),3050,2031,1375,2627,2723,2256,
资产减值损失(万元),625,584,-1879,-26,150,82,
公允价值变动收益(万元),74,--,--,--,--,--,
投资收益(万元),-292,-177,-175,-197,-75,-70,
对联营企业和合营企业的投资收益(万元),-292,-177,-175,-197,-75,--,
汇兑收益(万元),--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,
营业利润(万元),16010,15500,5975,8208,781,696,
营业外收入(万元),1,261,2608,3957,4862,2316,
营业外支出(万元),92,35,9,73,44,52,
非流动资产处置损失(万元),--,--,--,--,27,2,
利润总额(万元),15918,15726,8574,12092,5599,2960,
所得税费用(万元),1266,1823,1692,1840,961,576,
未确认投资损失(万元),--,--,--,--,--,--,
净利润(万元),14652,13903,6882,10253,4637,2384,
归属于母公司所有者的净利润(万元),14720,13936,6876,10330,4825,2657,
被合并方在合并前实现净利润(万元),--,--,--,-78,-627,--,
少数股东损益(万元),-67,-33,6,--,-188,-273,
基本每股收益,0.39,0.37,0.2,0.34,0.43,0.24,
稀释每股收益,0.39,0.37,0.2,0.34,0.43,0.24,
