报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),216729,195721,163487,140049,124158,117146,109343,
营业收入(万元),216729,195721,163487,140049,124158,117146,109343,
利息收入(万元),--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,
营业总成本(万元),190278,176477,132259,119136,106094,101934,97066,
营业成本(万元),167466,152551,115276,104048,90697,86071,82858,
利息支出(万元),--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,
研发费用(万元),7284,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,
营业税金及附加(万元),1217,929,672,616,660,546,315,
销售费用(万元),9129,8147,6366,5468,5251,4611,4301,
管理费用(万元),8524,11920,10755,10109,8808,8702,7952,
财务费用(万元),-3830,2996,-1750,-1310,909,1469,1628,
资产减值损失(万元),489,-66,939,204,-230,535,11,
公允价值变动收益(万元),--,--,991,-1681,-685,167,41,
投资收益(万元),2257,1654,-858,38,-338,-52,15,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,
营业利润(万元),29891,20945,31362,19270,17040,15327,12334,
营业外收入(万元),139,827,67,420,96,104,32,
营业外支出(万元),2999,448,90,1094,10,135,49,
非流动资产处置损失(万元),--,--,50,108,--,--,13,
利润总额(万元),27030,21324,31339,18596,17126,15297,12316,
所得税费用(万元),4452,3256,4871,2903,2738,2547,1782,
未确认投资损失(万元),--,--,--,--,--,--,--,
净利润(万元),22579,18069,26468,15693,14388,12750,10534,
归属于母公司所有者的净利润(万元),22579,18069,26468,15693,14388,12750,10534,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,
少数股东损益(万元),0,0,0,0,0,0,-0,
基本每股收益,0.56,0.49,0.85,0.5,0.46,0.41,0.34,
稀释每股收益,0.56,0.49,0.85,0.5,0.46,0.41,0.34,
