报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,
营业总收入(万元),5548800,5035300,4745600,4408100,3687800,3066515,2781686,2072773,1563523,1189411,1230406,764186,582764,420156,402109,
营业收入(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,
利息收入(万元),10646000,9020900,7644600,7911200,7325500,5788102,5392224,3776570,2354014,1742960,1857803,1245296,927699,715060,643276,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,
手续费及佣金收入(万元),949400,1115500,1014400,758800,517100,447506,290409,178317,110234,75982,59003,39885,24692,16597,9214,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,
其他业务收入(万元),15900,12400,12100,9300,17000,14571,11125,10440,8916,8643,7780,3330,1813,1474,1169,
营业总成本(万元),3190000,2748800,2512500,2304500,1705700,1389591,1306207,937716,702615,473959,546709,298007,276509,190676,215601,
营业成本(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,
利息支出(万元),6090700,5083300,3892100,4332700,4197000,3159587,2929945,1899372,906126,647568,748953,525258,378610,303226,238324,
手续费及佣金支出(万元),61500,57600,54500,46800,39100,52359,23160,17044,13813,10971,10107,10256,7190,10583,4419,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,
退保金(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,
其他业务成本(万元),1700,1700,2200,1700,1800,1985,1170,1170,1170,1170,1169,1093,12838,4917,243,
营业税金及附加(万元),52900,52000,130900,280600,263500,221929,195163,147928,108765,92599,72912,47715,33999,25988,23429,
销售费用(万元),1397800,1352200,1224700,1101400,909100,782157,717104,546084,473821,313560,287897,191311,159397,130632,135790,
管理费用(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,
财务费用(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,
资产减值损失(万元),1737600,1342900,1154700,920800,531300,383520,392769,242534,118860,66630,184730,57888,70275,34056,56140,
公允价值变动收益(万元),45500,-8000,-32300,14300,23000,-14434,-4146,1082,-5693,-29039,43496,-2925,-259,-981,-9916,
投资收益(万元),28100,39500,36800,71300,22700,27684,35792,17630,11769,37298,22674,7639,8907,4959,813,
对联营企业和合营企业的投资收益(万元),200,-3800,-38200,19200,12900,3815,199,-6105,2402,4325,1528,0,0,--,0,
汇兑收益(万元),16100,-4100,16600,22700,18600,15032,9387,5150,4220,12107,-1291,6475,5712,1771,295,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,
营业利润(万元),2358800,2286500,2233100,2103600,1982100,1676924,1475479,1135058,860908,715451,683697,466179,306254,229480,186508,
营业外收入(万元),7900,3600,6100,10500,6400,7569,3747,6368,1934,2620,8021,5863,7586,4152,11534,
营业外支出(万元),14500,8100,9400,5600,3500,2367,2273,1678,2727,1847,-2800,9134,5574,542,1205,
非流动资产处置损失(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,
利润总额(万元),2352200,2282000,2229800,2108500,1985000,1682126,1476954,1139748,860115,716224,694518,462908,308266,233090,196838,
所得税费用(万元),338500,393800,437500,420200,420400,335639,308568,245150,179558,152944,152859,128089,94226,64531,58463,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,
净利润(万元),2013700,1888200,1792300,1688300,1564600,1346488,1168385,894599,680557,563280,541658,334820,214041,168560,138375,
归属于母公司所有者的净利润(万元),2000200,1873300,1780200,1683900,1562300,1345931,1167481,894670,680303,563386,541717,334820,214041,168560,138375,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,
少数股东损益(万元),13500,14900,12100,4400,2300,557,905,-72,254,-106,-58,0,0,--,0,
基本每股收益,0.91,0.99,1.16,1.33,1.48,1.53,1.38,1.44,1.09,0.9,0.87,0.63,0.43,0.43,0.41,
稀释每股收益,0.91,0.99,1.16,1.33,1.48,1.53,1.38,1.44,1.09,0.9,0.87,0.63,0.43,0.43,0.41,
