报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),73762,73190,78079,86224,82181,79836,
营业收入(万元),73762,73190,78079,86224,82181,79836,
利息收入(万元),--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,
营业总成本(万元),71522,66132,68562,73670,71917,70517,
营业成本(万元),56485,51674,51869,58288,56487,57232,
利息支出(万元),--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,
研发费用(万元),2672,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,
营业税金及附加(万元),564,453,709,667,483,588,
销售费用(万元),6569,7036,8854,8269,7188,7042,
管理费用(万元),4211,6331,6487,6430,6819,5154,
财务费用(万元),-181,-145,-250,-665,-339,-617,
资产减值损失(万元),1201,782,893,681,1278,1118,
公允价值变动收益(万元),--,--,--,--,--,--,
投资收益(万元),2642,660,318,242,70,87,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,
营业利润(万元),5270,8321,9835,12795,10334,9405,
营业外收入(万元),565,875,1041,468,363,198,
营业外支出(万元),170,204,262,105,247,122,
非流动资产处置损失(万元),--,--,57,14,1,10,
利润总额(万元),5665,8992,10614,13158,10450,9481,
所得税费用(万元),651,1328,1552,1947,1608,1371,
未确认投资损失(万元),--,--,--,--,--,--,
净利润(万元),5014,7664,9062,11210,8842,8110,
归属于母公司所有者的净利润(万元),5014,7664,9062,11210,8842,8110,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,
基本每股收益,0.16,0.31,0.39,0.49,0.38,--,
稀释每股收益,0.16,0.31,0.39,0.49,0.38,--,
