报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,
营业总收入(万元),98551,96163,78351,80542,95466,89655,70660,67744,54296,47652,49306,35385,25321,21027,19364,
营业收入(万元),98551,96163,78351,80542,95466,89655,70660,67744,54296,47652,49306,35385,25321,21027,19364,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
营业总成本(万元),100246,97168,84314,84001,93092,88409,68384,62124,50024,44185,46347,31901,22300,19201,17797,
营业成本(万元),72547,71043,59941,60777,69599,68434,51484,47603,38306,34030,36258,25477,17540,14595,13752,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
研发费用(万元),2661,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
营业税金及附加(万元),1197,866,892,682,1033,388,369,470,177,359,284,195,115,130,33,
销售费用(万元),13329,12010,10533,11711,11862,11350,10292,8334,6918,5943,6028,3601,2652,2512,2332,
管理费用(万元),8730,9369,9395,8667,8187,6763,5039,4585,3777,3131,3009,2421,1814,1455,889,
财务费用(万元),284,2585,776,971,1722,1188,236,315,299,335,308,202,100,163,496,
资产减值损失(万元),1499,1295,2776,1194,690,286,963,818,547,386,461,4,79,346,295,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
投资收益(万元),17,1164,-670,3503,-1351,118,84,-375,207,266,39,-56,14,0,0,
对联营企业和合营企业的投资收益(万元),17,-331,-670,3503,-1351,118,84,-375,203,266,--,-56,-51,0,0,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
营业利润(万元),758,1574,-6632,43,1023,1364,2360,5246,4480,3733,2998,3428,3036,1826,1567,
营业外收入(万元),347,397,2192,1304,810,1173,1637,1187,1007,881,935,442,112,73,18,
营业外支出(万元),49,72,228,90,37,35,63,107,64,82,36,9,55,35,53,
非流动资产处置损失(万元),--,--,147,12,22,10,8,45,8,31,7,1,4,10,0,
利润总额(万元),1056,1899,-4668,1257,1795,2502,3934,6326,5423,4532,3897,3862,3093,1864,1531,
所得税费用(万元),21,-119,-137,-23,471,463,681,1099,712,597,536,774,565,371,377,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
净利润(万元),1035,2018,-4532,1280,1324,2039,3253,5227,4711,3936,3361,3088,2529,1492,1154,
归属于母公司所有者的净利润(万元),1035,2018,-4532,1280,1324,2039,3253,5227,4711,3936,3361,3088,2530,1490,1136,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,
少数股东损益(万元),0,--,--,--,--,--,--,--,--,--,--,--,-1,2,18,
基本每股收益,0.05,0.1,-0.23,0.07,0.07,0.1,0.17,0.27,0.24,0.34,0.3,0.36,0.3,0.25,0.19,
稀释每股收益,0.05,0.1,-0.23,0.07,0.07,0.1,0.17,0.27,0.24,0.34,0.3,0.36,0.3,0.25,0.19,
