报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),46157,44567,33090,22126,20009,25228,31026,13882,
营业收入(万元),46157,44567,33090,22126,20009,25228,31026,13882,
利息收入(万元),--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,
营业总成本(万元),41742,36692,26716,18335,15623,16866,19133,8554,
营业成本(万元),22978,21976,15765,10460,8424,9519,10784,5273,
利息支出(万元),--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,
研发费用(万元),5691,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,
营业税金及附加(万元),299,600,385,277,300,330,348,157,
销售费用(万元),4215,4924,3991,2581,2378,2846,3348,1269,
管理费用(万元),4034,7872,5468,4307,3698,3975,3994,1576,
财务费用(万元),1044,134,24,-28,-6,90,184,178,
资产减值损失(万元),3481,1186,1083,737,829,106,474,102,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,
投资收益(万元),--,--,--,--,--,--,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,
营业利润(万元),6134,8350,6374,3791,4386,8362,11893,5329,
营业外收入(万元),335,130,861,1181,252,494,290,246,
营业外支出(万元),62,8,28,23,15,8,15,27,
非流动资产处置损失(万元),--,--,21,17,9,0,14,11,
利润总额(万元),6407,8472,7207,4949,4623,8848,12169,5548,
所得税费用(万元),772,928,928,605,612,1244,1730,804,
未确认投资损失(万元),--,--,--,--,--,--,--,--,
净利润(万元),5634,7544,6278,4345,4011,7603,10439,4743,
归属于母公司所有者的净利润(万元),5073,7526,6278,4345,4011,7603,10439,4743,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,
少数股东损益(万元),562,18,--,--,--,--,--,--,
基本每股收益,0.2,0.3,0.66,0.58,0.53,1.01,1.39,0.68,
稀释每股收益,0.2,0.29,0.65,0.58,0.53,1.01,1.39,0.68,
