报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,
营业总收入(万元),533135,477131,379092,345449,512983,500131,391581,230995,284724,
营业收入(万元),533135,477131,379092,345449,512983,500131,391581,230995,284724,
利息收入(万元),--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,
营业总成本(万元),505076,452938,355866,338751,506667,487771,376234,216200,274190,
营业成本(万元),471825,427774,336169,318766,481734,467143,358553,203605,264022,
利息支出(万元),--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,
研发费用(万元),3748,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),2212,2173,1804,971,1113,1217,558,560,594,
销售费用(万元),8025,8310,7180,6500,5742,5827,4921,3570,3967,
管理费用(万元),12112,10641,7525,7175,5070,5204,4597,4130,3880,
财务费用(万元),3909,2683,882,2776,6292,8194,7404,4088,1429,
资产减值损失(万元),3245,1358,2306,2562,6716,186,201,247,299,
公允价值变动收益(万元),-1364,-25,--,--,--,--,--,--,--,
投资收益(万元),-1146,477,--,-254,93,-62,-353,-307,-154,
对联营企业和合营企业的投资收益(万元),--,--,--,-254,93,-62,-353,-394,-154,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,
营业利润(万元),25574,24682,23227,6444,6409,12298,14994,14487,10380,
营业外收入(万元),64,243,235,253,350,411,272,324,402,
营业外支出(万元),706,100,146,146,179,39,335,58,11,
非流动资产处置损失(万元),--,--,127,146,177,12,334,-12,--,
利润总额(万元),24933,24825,23315,6550,6579,12670,14931,14754,10771,
所得税费用(万元),4573,4269,4547,1012,1432,2175,2320,2635,1998,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,
净利润(万元),20360,20556,18769,5538,5147,10495,12612,12118,8773,
归属于母公司所有者的净利润(万元),20539,18643,17050,4412,4253,9931,11945,11691,8966,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,
少数股东损益(万元),-179,1913,1719,1126,893,563,667,427,-193,
基本每股收益,1.01,0.92,0.84,0.24,0.28,0.65,0.79,0.77,0.64,
稀释每股收益,1.01,0.92,0.84,0.24,0.28,0.65,0.79,0.77,0.64,
