报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,
营业总收入(万元),269293,254532,204039,166931,145134,120424,99153,78450,63780,57385,55104,46997,41482,
营业收入(万元),269293,254532,204039,166931,145134,120424,99153,78450,63780,57385,55104,46997,41482,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),174371,157856,128719,112032,112997,100325,95083,76770,59155,52111,49455,44706,36768,
营业成本(万元),74503,64446,49185,41292,45205,38542,35730,29540,24345,24518,26215,24216,22713,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),9765,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),2015,1685,1898,555,1153,840,741,475,778,237,282,175,222,
销售费用(万元),70102,62297,49441,46729,43975,43482,35157,28173,21135,14741,10304,9069,7326,
管理费用(万元),16346,26101,22878,21083,18418,14936,14155,14788,10483,8280,8630,8245,7707,
财务费用(万元),1034,1400,4673,1696,2684,1769,1425,1446,2254,3281,2413,1923,1569,
资产减值损失(万元),606,1928,644,677,1562,756,7876,2348,161,1054,1610,1078,-2768,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),1804,1647,-1431,2022,606,558,826,40632,14412,-6,184,5261,-2407,
对联营企业和合营企业的投资收益(万元),-452,554,-2206,-1453,606,889,720,--,4393,223,--,-369,-2352,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),99298,98617,73889,56921,32743,20658,4895,42312,19037,5268,5833,7553,2307,
营业外收入(万元),180,11,2632,451,425,645,1830,435,1074,2821,795,1196,49,
营业外支出(万元),1725,1329,628,321,786,125,19,59,225,47,86,44,84,
非流动资产处置损失(万元),--,--,21,3,667,102,12,30,4,4,17,19,11,
利润总额(万元),97753,97298,75893,57052,32382,21178,6706,42689,19886,8042,6542,8705,2271,
所得税费用(万元),13861,13288,11973,8045,4728,3231,742,6390,2550,1274,2086,1136,1797,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),83892,84010,63921,49006,27654,17946,5965,36298,17336,6768,4456,7569,474,
归属于母公司所有者的净利润(万元),83861,83655,64092,49296,27978,18391,6271,36398,17837,7372,4682,7743,346,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),32,354,-172,-289,-324,-445,-306,-100,-501,-603,-226,-175,128,
基本每股收益,0.41,0.49,0.46,0.43,0.27,0.2,0.08,0.47,0.31,0.15,0.13,0.21,0.01,
稀释每股收益,0.41,0.49,0.46,0.43,0.27,0.2,0.08,0.47,0.31,0.15,0.13,0.21,0.01,
