报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),96608,85194,72405,67895,73631,82557,75790,
营业收入(万元),96608,85194,72405,67895,73631,82557,75790,
利息收入(万元),--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,
营业总成本(万元),89302,73735,59512,56757,61062,68972,66773,
营业成本(万元),70586,58259,46959,45226,48579,56050,54457,
利息支出(万元),--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,
研发费用(万元),3426,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,
营业税金及附加(万元),814,683,595,497,486,541,516,
销售费用(万元),6110,6061,5472,5018,5097,5647,4776,
管理费用(万元),7279,7356,5805,5794,5937,5590,5522,
财务费用(万元),-66,368,-250,-80,547,772,471,
资产减值损失(万元),1153,1009,930,302,415,373,1031,
公允价值变动收益(万元),--,--,--,--,3,--,--,
投资收益(万元),1784,984,30,-434,-2,8,--,
对联营企业和合营企业的投资收益(万元),-2,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,
营业利润(万元),9551,12799,12923,10704,12570,13592,9017,
营业外收入(万元),219,282,622,584,686,693,474,
营业外支出(万元),95,41,65,193,136,232,201,
非流动资产处置损失(万元),--,--,19,20,36,113,19,
利润总额(万元),9675,13040,13480,11095,13120,14054,9290,
所得税费用(万元),1346,2067,2287,1687,2120,2338,1469,
未确认投资损失(万元),--,--,--,--,--,--,--,
净利润(万元),8328,10972,11193,9408,11000,11716,7821,
归属于母公司所有者的净利润(万元),8340,10918,11190,9408,11000,11716,7821,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,
少数股东损益(万元),-12,55,3,--,--,--,--,
基本每股收益,0.69,1.02,1.24,1.05,1.22,1.3,0.87,
稀释每股收益,0.69,1.02,1.24,1.05,1.22,1.3,0.87,
