报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),109092,54555,43216,40775,34961,41968,39677,32187,
营业收入(万元),109092,54555,43216,40775,34961,41968,39677,32187,
利息收入(万元),--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,
营业总成本(万元),96697,51976,39384,36888,31904,38058,35434,29631,
营业成本(万元),75281,38506,28952,28680,23581,30099,28221,24178,
利息支出(万元),--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,
研发费用(万元),5271,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,
营业税金及附加(万元),607,316,256,224,271,292,327,307,
销售费用(万元),6088,4190,3410,2797,2689,2836,2438,2091,
管理费用(万元),7297,7606,5258,4269,3677,3186,3208,2282,
财务费用(万元),503,135,114,437,521,553,457,411,
资产减值损失(万元),1649,1224,1396,480,1164,1092,782,362,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,
投资收益(万元),21,663,44,-18,4,--,--,--,
对联营企业和合营企业的投资收益(万元),12,22,2,-18,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,
营业利润(万元),13225,3888,3876,3869,3061,3910,4243,2556,
营业外收入(万元),184,51,771,551,1213,1176,447,471,
营业外支出(万元),345,0,2,1,328,10,20,1,
非流动资产处置损失(万元),--,--,1,1,--,0,16,--,
利润总额(万元),13064,3940,4646,4419,3946,5076,4670,3027,
所得税费用(万元),955,379,792,565,589,766,884,446,
未确认投资损失(万元),--,--,--,--,--,--,--,--,
净利润(万元),12109,3560,3854,3854,3356,4310,3786,2581,
归属于母公司所有者的净利润(万元),11453,3704,3954,3894,3449,4350,3788,2494,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,
少数股东损益(万元),656,-143,-101,-40,-93,-40,-2,87,
基本每股收益,0.74,0.3,0.58,0.68,0.6,0.76,0.69,--,
稀释每股收益,0.74,0.3,0.58,0.68,0.6,0.76,0.69,--,
