报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,
营业总收入(万元),409354,368648,335037,523966,684211,855780,665600,588828,402896,329902,283784,
营业收入(万元),409354,368648,335037,523966,684211,855780,665600,588828,402896,329902,283784,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),413611,368135,339214,520499,657846,857225,653506,554952,375013,304438,272827,
营业成本(万元),373816,330770,300660,484032,624983,808307,624370,528960,352706,287182,255533,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),387,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),2102,1828,1302,1850,3863,4058,2461,2071,1254,773,775,
销售费用(万元),22780,20704,18427,19134,18903,21427,15293,13311,11125,7849,6442,
管理费用(万元),5257,5110,5511,5747,5260,6120,4942,4637,3965,3481,2982,
财务费用(万元),1251,2828,8246,7522,4119,6914,5840,4088,5818,5257,7012,
资产减值损失(万元),8019,6894,5068,2214,717,10398,601,1886,144,-103,82,
公允价值变动收益(万元),-5,-7,92,-75,-1972,1058,-2586,4590,1030,-1889,-83,
投资收益(万元),16335,10772,7725,4804,1338,11582,781,-4856,-4715,-3234,185,
对联营企业和合营企业的投资收益(万元),5107,4085,3551,-4,5,11,3,-1,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),13007,12426,3641,8196,25731,11196,10290,33609,24198,20340,11059,
营业外收入(万元),11,183,1360,1108,1389,1622,868,813,5407,0,321,
营业外支出(万元),105,112,254,543,752,915,773,601,406,336,665,
非流动资产处置损失(万元),--,--,--,--,2,2,--,1,--,--,237,
利润总额(万元),12912,12497,4746,8761,26368,11902,10384,33821,29199,20004,10715,
所得税费用(万元),3704,3801,504,3082,6427,3558,3003,8743,7522,5107,2090,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),9208,8696,4242,5679,19941,8344,7381,25078,21677,14897,8626,
归属于母公司所有者的净利润(万元),9143,8725,4371,6130,19964,8344,7381,25078,21677,14890,8632,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),65,-30,-129,-451,-23,--,--,--,--,8,-6,
基本每股收益,0.17,0.17,0.08,0.12,0.38,0.35,0.31,1.14,1.2,0.83,0.58,
稀释每股收益,0.17,0.17,0.08,0.12,0.38,0.35,0.31,1.14,1.2,0.83,0.58,
