报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,
营业总收入(万元),824977,845322,643026,664614,687130,731864,602783,657900,493782,420916,421050,360543,309413,
营业收入(万元),824977,845322,643026,664614,687130,731864,602783,657900,493782,420916,421050,360543,309413,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),845380,792201,617435,655083,642668,655055,592318,632156,482238,412096,411551,351219,301871,
营业成本(万元),661843,651339,504662,520486,539952,545195,467539,519440,389855,336394,343256,293591,251464,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),13188,27505,10266,10031,10901,20764,15700,15250,5944,5110,4696,2904,2589,
销售费用(万元),45079,39706,34828,33268,29256,32237,29073,28907,23640,18734,19335,17522,14958,
管理费用(万元),62664,49268,47352,52459,46249,44076,59598,54526,49796,45190,34111,30221,27233,
财务费用(万元),45596,23586,17747,35769,16249,13355,18995,13772,7439,5520,7929,6368,4463,
资产减值损失(万元),17010,798,2580,3070,60,-572,1412,261,5564,1149,2224,614,1164,
公允价值变动收益(万元),265,559,574,1182,1018,1333,--,--,--,--,--,--,--,
投资收益(万元),-2086,3004,275,8544,2290,493,425,1202,281,497,850,292,119,
对联营企业和合营企业的投资收益(万元),-2139,229,265,363,188,212,213,--,195,199,94,61,101,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),-21698,56856,26440,19256,47770,78635,10890,26946,11826,9317,10350,9616,7661,
营业外收入(万元),476,1652,1282,1070,11354,338,315,288,7719,706,384,249,116,
营业外支出(万元),3929,9960,3573,771,1321,809,1555,14412,13081,895,1352,385,713,
非流动资产处置损失(万元),--,--,109,138,109,56,107,5560,6985,450,85,119,86,
利润总额(万元),-25150,48549,24150,19555,57804,78165,9649,12822,6464,9128,9382,9479,7064,
所得税费用(万元),9550,24371,12105,8055,16933,20929,3808,7429,1842,4355,4516,5431,4214,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),-34700,24178,12045,11500,40870,57236,5841,5392,4622,4773,4866,4048,2850,
归属于母公司所有者的净利润(万元),-34037,23893,11831,11284,40758,57029,5804,5333,4664,4288,4336,4295,3194,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,-132,--,--,--,--,--,
少数股东损益(万元),-663,284,214,217,112,208,37,59,-41,485,530,-246,-343,
基本每股收益,-0.3,0.21,0.1,0.1,0.71,0.99,0.4,0.37,0.33,0.3,0.3,0.3,0.22,
稀释每股收益,-0.3,0.21,0.1,0.1,0.71,0.99,0.4,0.37,0.33,0.3,0.3,0.3,0.22,
