报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,
营业总收入(万元),2120096,1952338,1639742,1414401,1538493,1184267,1054383,934912,495452,248999,212764,125700,76716,75048,
营业收入(万元),2120096,1952338,1639742,1414401,1538493,1184267,1054383,934912,495452,248999,212764,125700,76716,75048,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,
营业总成本(万元),2077975,1899218,1599958,1402834,1522729,1173705,1023054,901611,465767,230770,189023,113691,71154,70628,
营业成本(万元),1971298,1810898,1528557,1327331,1444317,1105089,958308,846500,438300,214811,173550,103082,64715,64454,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,
研发费用(万元),6014,--,--,--,--,--,--,--,--,--,--,0,0,0,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,
营业税金及附加(万元),5545,4128,3132,183,362,316,648,643,345,59,509,290,253,151,
销售费用(万元),13916,10730,4518,3535,3741,4101,1446,1699,1535,1677,516,490,210,163,
管理费用(万元),49358,42429,35414,37838,33638,31583,30408,21460,13877,10094,8686,7101,4164,3348,
财务费用(万元),25754,27597,23823,27017,33910,27951,28862,20371,10627,3546,2272,2373,1780,1342,
资产减值损失(万元),6091,3436,4514,6931,6761,4665,3383,10938,1084,584,3490,354,32,1169,
公允价值变动收益(万元),833,-3875,3283,-671,5258,14869,125,249,-2070,-382,--,0,34,2,
投资收益(万元),4952,-5829,-6112,9179,7546,1352,1378,-4905,-2549,568,-1,17,31,-2,
对联营企业和合营企业的投资收益(万元),--,--,--,--,-1,-3,--,--,--,--,--,0,0,0,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,
营业利润(万元),49571,44189,36955,20074,28569,26784,32831,28646,25067,18415,23740,12027,5627,4421,
营业外收入(万元),78,242,1051,1343,3032,1020,1426,503,522,1693,184,49,9,33,
营业外支出(万元),2315,1649,12698,1567,475,56,324,135,73,40,193,39,36,31,
非流动资产处置损失(万元),--,--,28,1101,62,4,246,93,10,2,51,0,15,0,
利润总额(万元),47335,42782,25308,19849,31126,27748,33934,29014,25516,20068,23731,12037,5600,4423,
所得税费用(万元),8148,7099,4889,3552,7318,5461,5209,7784,6472,5056,4951,2542,1244,687,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,
净利润(万元),39187,35682,20419,16297,23808,22287,28725,21230,19044,15011,18780,9495,4356,3736,
归属于母公司所有者的净利润(万元),40577,36096,20332,18072,25040,23381,29031,21789,19044,15011,18780,9698,4356,3736,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,-580,--,--,--,-203,--,--,
少数股东损益(万元),-1390,-413,87,-1775,-1232,-1094,-307,-560,--,--,--,0,0,0,
基本每股收益,0.45,0.4,0.22,0.2,0.55,0.51,0.64,1.07,0.99,0.78,2.19,1.39,0.67,0.57,
稀释每股收益,0.45,0.4,0.22,0.2,0.55,0.51,0.64,1.07,0.99,0.78,2.19,1.39,0.67,0.57,
