报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,
营业总收入(万元),59907,52681,42314,38204,37904,35393,48716,56362,33174,24920,21663,22425,
营业收入(万元),59907,52681,42314,38204,37904,35393,48716,56362,33174,24920,21663,22425,
利息收入(万元),--,--,--,--,--,--,--,--,--,0,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,0,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,0,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,0,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,0,0,0,
营业总成本(万元),43954,38633,30420,28842,30034,28974,40002,40137,27210,20262,17975,18759,
营业成本(万元),38457,31881,26163,25853,27142,25457,36822,35947,23535,17329,14832,15732,
利息支出(万元),--,--,--,--,--,--,--,--,--,0,0,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,0,0,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,0,0,0,
研发费用(万元),2291,--,--,--,--,--,--,--,--,0,0,0,
退保金(万元),--,--,--,--,--,--,--,--,--,0,0,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,0,0,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,0,0,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,0,0,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,0,0,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,0,0,0,
营业税金及附加(万元),748,668,600,218,226,157,376,325,165,146,146,184,
销售费用(万元),1637,1468,1140,950,1011,979,1003,913,839,669,585,500,
管理费用(万元),1913,3830,4016,3551,3578,3541,3371,3299,2383,1666,1752,1462,
财务费用(万元),-1231,660,-1501,-1867,-1759,-1168,-1686,-555,268,252,739,880,
资产减值损失(万元),139,126,3,136,-164,9,117,208,21,200,-79,1,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,0,0,0,
投资收益(万元),2192,1993,1769,1405,--,--,--,--,--,0,0,0,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,0,0,0,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,0,0,0,
期货损益(万元),--,--,--,--,--,--,--,--,--,0,0,0,
托管收益(万元),--,--,--,--,--,--,--,--,--,0,0,0,
补贴收入(万元),--,--,--,--,--,--,--,--,--,0,0,0,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,0,0,0,
营业利润(万元),18245,22396,13663,10767,7870,6418,8714,16225,5964,4658,3688,3666,
营业外收入(万元),--,297,218,161,576,130,273,675,316,461,52,16,
营业外支出(万元),11,4,1,0,5,3,4,11,2,371,93,0,
非流动资产处置损失(万元),--,--,1,0,5,3,4,7,2,371,40,0,
利润总额(万元),18234,22690,13879,10928,8441,6545,8984,16890,6278,4748,3647,3682,
所得税费用(万元),2483,3260,1958,1562,1169,974,1286,2490,908,686,561,557,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,0,0,0,
净利润(万元),15752,19429,11921,9365,7272,5571,7698,14400,5370,4062,3086,3125,
归属于母公司所有者的净利润(万元),15640,19297,11829,9292,7209,5528,7699,14400,5370,4062,3086,3125,
被合并方在合并前实现净利润(万元),--,--,--,594,--,--,0,--,--,0,0,0,
少数股东损益(万元),112,133,92,73,63,43,-1,--,--,0,0,0,
基本每股收益,0.48,0.6,0.37,0.29,0.22,0.34,0.48,0.89,0.41,0.34,0.26,0.26,
稀释每股收益,0.48,0.6,0.37,0.29,0.22,0.34,0.48,0.89,0.41,0.34,0.26,0.26,
