报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2010-12-31,2009-12-31,2008-12-31,
营业总收入(万元),230478,208072,167867,138754,122679,106258,94318,76074,46260,60459,
营业收入(万元),230478,208072,167867,138754,122679,106258,94318,76074,46260,60459,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),207491,177405,145082,123188,111998,100313,84541,66971,40472,56562,
营业成本(万元),154610,134503,108546,92432,84272,71838,62544,49319,29568,45713,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,
研发费用(万元),15824,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),1577,1800,1202,647,516,396,327,263,169,131,
销售费用(万元),18414,14599,13281,12555,10304,10668,8434,7300,4119,3299,
管理费用(万元),13461,23832,19201,15624,13894,14637,11807,8703,5858,5136,
财务费用(万元),2084,2022,1596,1123,2578,2553,1169,1237,616,1764,
资产减值损失(万元),1521,649,1255,808,433,220,260,149,142,518,
公允价值变动收益(万元),510,--,90,-395,-505,822,-143,65,56,-43,
投资收益(万元),135,375,-126,-400,296,326,139,--,--,-3,
对联营企业和合营企业的投资收益(万元),48,54,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,
营业利润(万元),26148,32937,22748,14771,10471,7093,9773,9168,5844,3852,
营业外收入(万元),44,138,1282,1262,1190,1056,1130,926,314,759,
营业外支出(万元),51,714,237,223,109,1049,620,306,29,58,
非流动资产处置损失(万元),--,--,135,179,65,52,52,181,20,30,
利润总额(万元),26141,32361,23793,15810,11552,7100,10283,9788,6129,4552,
所得税费用(万元),5880,9894,6215,6124,4845,2365,3700,2779,1681,913,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,
净利润(万元),20261,22467,17577,9685,6707,4735,6582,7010,4448,3639,
归属于母公司所有者的净利润(万元),15487,17388,13235,6801,4161,3127,5213,5796,3889,3168,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),4774,5079,4342,2884,2546,1608,1369,1214,559,471,
基本每股收益,0.94,1.66,1.51,0.77,0.47,0.36,0.61,0.84,0.62,0.53,
稀释每股收益,0.94,1.66,1.51,0.77,0.47,0.36,0.61,0.84,0.62,0.53,
