报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,
营业总收入(万元),88585,76754,61920,52313,38534,
营业收入(万元),88585,76754,61920,52313,38534,
利息收入(万元),--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,
营业总成本(万元),78710,68435,54350,47009,35831,
营业成本(万元),69765,60317,48695,40723,31262,
利息支出(万元),--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,
研发费用(万元),--,--,--,--,--,
退保金(万元),--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,
分保费用(万元),--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,
营业税金及附加(万元),582,492,1316,2945,2173,
销售费用(万元),1338,883,392,166,118,
管理费用(万元),6852,6536,3719,3063,2172,
财务费用(万元),96,-63,-6,7,-32,
资产减值损失(万元),76,270,233,105,138,
公允价值变动收益(万元),--,--,--,--,--,
投资收益(万元),-46,-40,224,354,332,
对联营企业和合营企业的投资收益(万元),-10,-56,-2,10,-3,
汇兑收益(万元),--,--,--,--,--,
期货损益(万元),--,--,--,--,--,
托管收益(万元),--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,
营业利润(万元),10355,8755,7794,5658,3035,
营业外收入(万元),95,213,663,668,648,
营业外支出(万元),19,366,47,635,16,
非流动资产处置损失(万元),--,--,4,587,1,
利润总额(万元),10431,8602,8410,5692,3666,
所得税费用(万元),1577,1468,1328,1024,560,
未确认投资损失(万元),--,--,--,--,--,
净利润(万元),8854,7134,7082,4668,3106,
归属于母公司所有者的净利润(万元),8808,7066,7026,4953,3141,
被合并方在合并前实现净利润(万元),--,--,--,--,--,
少数股东损益(万元),47,68,56,-285,-35,
基本每股收益,1.64,1.35,1.41,9.34,6.21,
稀释每股收益,1.64,1.35,1.41,9.34,6.21,
