报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,
营业总收入(万元),64316,44596,30466,18067,13989,
营业收入(万元),64316,44596,30466,18067,13989,
利息收入(万元),--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,
营业总成本(万元),43722,32972,25295,16365,12920,
营业成本(万元),27925,20201,16527,10185,7733,
利息支出(万元),--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,
研发费用(万元),3589,3165,1950,--,--,
退保金(万元),--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,
分保费用(万元),--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,
营业税金及附加(万元),320,193,113,36,53,
销售费用(万元),4587,3091,1923,1161,915,
管理费用(万元),6951,6464,5015,5035,4278,
财务费用(万元),-434,-532,-380,-309,-129,
资产减值损失(万元),783,390,146,257,69,
公允价值变动收益(万元),--,--,--,--,--,
投资收益(万元),-321,-621,475,1281,453,
对联营企业和合营企业的投资收益(万元),-321,-621,-171,--,--,
汇兑收益(万元),--,--,--,--,--,
期货损益(万元),--,--,--,--,--,
托管收益(万元),--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,
营业利润(万元),20557,11134,5646,2983,1522,
营业外收入(万元),100,220,480,176,60,
营业外支出(万元),39,109,99,133,17,
非流动资产处置损失(万元),14,4,--,126,10,
利润总额(万元),20618,11245,6027,3026,1565,
所得税费用(万元),144,223,300,145,8,
未确认投资损失(万元),--,--,--,--,--,
净利润(万元),20474,11022,5727,2881,1557,
归属于母公司所有者的净利润(万元),20520,10981,5048,2913,1746,
被合并方在合并前实现净利润(万元),--,--,1367,--,--,
少数股东损益(万元),-46,41,680,-32,-189,
基本每股收益,2.13,1.14,0.62,--,--,
稀释每股收益,2.13,1.14,0.62,--,--,
