报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),45840,23388,18720,17507,13495,12381,
营业收入(万元),45840,23388,18720,17507,13495,12381,
利息收入(万元),--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,
营业总成本(万元),33233,15584,12700,12324,9376,8653,
营业成本(万元),24175,10395,9035,8313,6654,6405,
利息支出(万元),--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,
研发费用(万元),2919,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,
营业税金及附加(万元),634,488,305,58,112,125,
销售费用(万元),1266,665,531,560,549,633,
管理费用(万元),3949,3916,2956,2837,1784,1363,
财务费用(万元),-27,-84,6,23,94,60,
资产减值损失(万元),318,204,-133,533,183,67,
公允价值变动收益(万元),--,--,--,--,--,--,
投资收益(万元),428,712,--,--,10,5,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,
营业利润(万元),13636,10856,6020,5183,4129,3732,
营业外收入(万元),1,1220,185,357,781,463,
营业外支出(万元),102,100,0,71,53,53,
非流动资产处置损失(万元),--,--,0,63,53,53,
利润总额(万元),13535,11976,6205,5469,4857,4142,
所得税费用(万元),1793,2060,925,796,921,600,
未确认投资损失(万元),--,--,--,--,--,--,
净利润(万元),11742,9915,5280,4673,3936,3542,
归属于母公司所有者的净利润(万元),11541,9915,5280,4687,3921,3527,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,
少数股东损益(万元),201,--,--,-14,15,15,
基本每股收益,0.61,0.84,1.04,0.92,0.77,0.69,
稀释每股收益,0.61,0.84,1.04,0.92,0.77,0.69,
