报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
营业总收入(万元),131027,126857,95537,51113,38407,22465,15814,19045,20888,12258,
营业收入(万元),131027,126857,95537,51113,38407,22465,15814,19045,20888,12258,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),181845,107220,77379,38319,25425,15260,10541,11242,13913,8904,
营业成本(万元),84471,77569,56255,28101,16971,10339,6728,7171,10017,5919,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,
研发费用(万元),7930,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),1463,1429,1147,431,321,165,142,232,189,113,
销售费用(万元),10739,8403,6607,3497,3385,1895,1061,1090,981,737,
管理费用(万元),11887,16564,12574,6258,5151,3735,2610,2451,2040,1532,
财务费用(万元),-168,112,-896,-978,-1153,-1243,-270,92,348,496,
资产减值损失(万元),65524,3143,1693,1010,750,370,270,207,338,107,
公允价值变动收益(万元),790,--,--,--,--,--,--,--,--,--,
投资收益(万元),1424,290,-38,1,0,39,--,16,20,3,
对联营企业和合营企业的投资收益(万元),294,446,-51,1,--,--,--,--,--,--,
汇兑收益(万元),--,218,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,
营业利润(万元),-47696,20991,18120,12795,12982,7244,5273,7820,6994,3357,
营业外收入(万元),27,151,653,429,571,401,862,1028,626,178,
营业外支出(万元),56,272,94,61,144,61,29,203,23,16,
非流动资产处置损失(万元),--,--,9,2,14,0,--,5,--,1,
利润总额(万元),-47724,20870,18679,13163,13409,7584,6106,8645,7598,3519,
所得税费用(万元),828,3582,2873,1926,2098,1110,872,1260,1162,433,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,
净利润(万元),-48552,17288,15807,11237,11311,6474,5234,7385,6436,3086,
归属于母公司所有者的净利润(万元),-45871,18125,16138,11478,11415,6508,5234,7385,6209,2883,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),-2681,-837,-331,-242,-104,-34,--,--,227,203,
基本每股收益,-1.19,0.47,0.45,0.34,0.74,0.64,0.82,1.26,1.13,--,
稀释每股收益,-1.19,0.47,0.45,0.34,0.74,0.64,0.82,1.26,1.13,--,
