报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),90766,85723,77865,73091,69045,59716,
营业收入(万元),90766,85723,77865,73091,69045,59716,
利息收入(万元),--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,
营业总成本(万元),85186,76608,67882,64245,60335,52524,
营业成本(万元),61791,53618,46109,44899,43200,38376,
利息支出(万元),--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,
研发费用(万元),3623,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,
营业税金及附加(万元),1076,1244,997,930,710,509,
销售费用(万元),12759,11376,12041,10292,8385,6221,
管理费用(万元),5309,8859,8713,7917,6479,5435,
财务费用(万元),-104,928,-206,-149,1180,1557,
资产减值损失(万元),733,583,228,355,380,427,
公允价值变动收益(万元),--,--,--,--,--,--,
投资收益(万元),848,109,3,--,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,
营业利润(万元),6661,9295,9987,8846,8710,7192,
营业外收入(万元),555,348,272,126,160,65,
营业外支出(万元),63,147,119,146,141,29,
非流动资产处置损失(万元),--,--,102,14,11,11,
利润总额(万元),7152,9496,10140,8827,8729,7229,
所得税费用(万元),884,1179,1621,1209,1297,1141,
未确认投资损失(万元),--,--,--,--,--,--,
净利润(万元),6269,8317,8519,7618,7432,6088,
归属于母公司所有者的净利润(万元),6269,8317,8519,7618,7432,6088,
被合并方在合并前实现净利润(万元),--,--,--,-4,--,--,
少数股东损益(万元),--,--,--,--,--,--,
基本每股收益,0.52,0.85,0.95,0.85,--,--,
稀释每股收益,0.52,0.85,0.95,0.85,--,--,
