报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),67409,36908,26330,20751,20181,20223,16151,16450,
营业收入(万元),67409,36908,26330,20751,20181,20223,16151,16450,
利息收入(万元),--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,
营业总成本(万元),64121,32043,22267,18943,17425,17637,13765,12362,
营业成本(万元),48406,22505,16395,12507,12757,13166,9361,9400,
利息支出(万元),--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,
研发费用(万元),3649,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,
营业税金及附加(万元),572,316,152,138,143,148,184,375,
销售费用(万元),1866,737,687,839,622,565,461,465,
管理费用(万元),5109,4853,3443,3141,2741,2827,1991,1793,
财务费用(万元),2103,1712,425,930,364,210,6,-62,
资产减值损失(万元),2417,1920,1164,1388,798,721,1762,391,
公允价值变动收益(万元),--,--,--,--,--,--,--,158,
投资收益(万元),-38,-62,--,83,-4,--,--,-174,
对联营企业和合营企业的投资收益(万元),-38,--,--,83,-4,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,
营业利润(万元),3608,4984,4063,1891,2753,2586,2386,4073,
营业外收入(万元),79,648,1275,86,259,478,450,117,
营业外支出(万元),23,1,34,0,15,3,15,2,
非流动资产处置损失(万元),--,--,34,0,1,--,--,1,
利润总额(万元),3664,5630,5303,1977,2996,3061,2821,4187,
所得税费用(万元),514,731,773,244,428,513,376,664,
未确认投资损失(万元),--,--,--,--,--,--,--,--,
净利润(万元),3150,4899,4531,1733,2568,2548,2446,3523,
归属于母公司所有者的净利润(万元),3244,4929,4531,1770,2627,2495,2446,3520,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,
少数股东损益(万元),-94,-30,--,-37,-58,53,-1,3,
基本每股收益,0.16,0.24,0.29,0.11,0.17,0.16,0.27,0.39,
稀释每股收益,0.16,0.24,0.29,0.11,0.17,0.16,0.27,0.39,
