报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,
营业总收入(万元),70671,62105,58397,77701,58036,54310,59777,46872,30476,21516,18351,14766,
营业收入(万元),70671,62105,58397,77701,58036,54310,59777,46872,30476,21516,18351,14766,
利息收入(万元),--,--,--,--,--,--,--,--,0,0,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,0,0,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,0,0,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,0,0,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,0,0,0,0,
营业总成本(万元),64885,57146,50837,61620,45667,40609,40822,31939,21984,15826,13667,10819,
营业成本(万元),48968,40524,35719,46169,34508,32009,33785,26648,16998,11884,10184,7555,
利息支出(万元),--,--,--,--,--,--,--,--,0,0,0,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,0,0,0,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,0,0,0,0,
研发费用(万元),5534,--,--,--,--,--,--,--,0,0,0,0,
退保金(万元),--,--,--,--,--,--,--,--,0,0,0,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,0,0,0,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,0,0,0,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,0,0,0,0,
分保费用(万元),--,--,--,--,--,--,--,--,0,0,0,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,0,0,0,0,
营业税金及附加(万元),799,866,810,630,541,392,576,536,257,201,150,129,
销售费用(万元),3424,3428,3932,3533,2374,2106,1903,1523,1088,976,913,825,
管理费用(万元),6041,11308,12119,11042,8270,6833,5909,4213,3323,2388,2173,2024,
财务费用(万元),-573,-575,-2000,-610,-487,-815,-1739,-1384,-15,125,160,112,
资产减值损失(万元),691,1595,256,856,460,85,389,402,333,252,87,174,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,0,0,0,0,
投资收益(万元),9577,6555,2333,924,2960,1658,336,--,0,0,0,-117,
对联营企业和合营企业的投资收益(万元),527,131,278,--,--,--,--,--,0,0,0,0,
汇兑收益(万元),--,--,--,--,--,--,--,--,0,0,0,0,
期货损益(万元),--,--,--,--,--,--,--,--,0,0,0,0,
托管收益(万元),--,--,--,--,--,--,--,--,0,0,0,0,
补贴收入(万元),--,--,--,--,--,--,--,--,0,0,0,0,
其他业务利润(万元),--,--,--,--,--,--,--,--,0,0,0,0,
营业利润(万元),16051,12394,9893,17005,15329,15360,19290,14933,8492,5690,4683,3830,
营业外收入(万元),470,624,1210,1639,1633,1974,1074,723,999,283,785,861,
营业外支出(万元),9,78,26,39,135,429,55,12,15,7,23,2,
非流动资产处置损失(万元),--,--,10,2,27,387,3,3,3,0,4,0,
利润总额(万元),16512,12940,11078,18605,16826,16905,20309,15644,9476,5966,5445,4689,
所得税费用(万元),928,1918,1450,2243,1229,2068,3060,2534,1188,1034,856,686,
未确认投资损失(万元),--,--,--,--,--,--,--,--,0,0,0,0,
净利润(万元),15584,11021,9628,16362,15597,14837,17249,13110,8289,4932,4589,4002,
归属于母公司所有者的净利润(万元),15623,11228,9017,15644,15344,14830,17249,13110,8289,4932,4589,3935,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,27,0,0,0,0,
少数股东损益(万元),-39,-207,611,718,253,7,--,--,0,0,0,68,
基本每股收益,0.19,0.13,0.11,0.62,0.61,0.88,1.03,0.8,1.32,0.78,0.73,0.71,
稀释每股收益,0.19,0.13,0.11,0.62,0.61,0.88,1.03,0.8,1.32,0,0,0,
