报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,
营业总收入(万元),685114,439300,234563,383850,195919,131603,104802,109809,149580,151179,78982,174438,
营业收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,
利息收入(万元),106632,115642,105833,145594,73528,44881,31649,34280,16990,14771,13363,12370,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,80093,121699,131482,66587,108705,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),484094,212681,30088,14584,1007,540,417,417,326,291,307,394,
营业总成本(万元),656527,376300,164678,184148,116668,97761,86258,83680,91364,69893,41179,43113,
营业成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,
利息支出(万元),125942,109999,79213,110551,25207,8402,2697,3919,3616,3398,5024,6190,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),504440,212734,28239,13780,313,--,--,--,0,87,60,4,
营业税金及附加(万元),1831,2427,6181,23714,10968,7132,4586,4734,7646,7647,4857,8425,
销售费用(万元),140695,144777,128907,146270,104932,90052,80861,78946,83747,63965,36265,32883,
管理费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,
财务费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,
资产减值损失(万元),9561,16362,1350,383,455,576,811,--,-29,-1805,-3,1801,
公允价值变动收益(万元),-13708,1855,-12832,8016,1142,-522,462,490,-998,49,-14347,14355,
投资收益(万元),149862,101900,42228,65309,28054,11344,8359,-1447,15237,6540,18205,44912,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,0,--,--,485,
汇兑收益(万元),46,-281,103,125,14,-65,-4,-106,-58,1444,-110,-107,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),8446,5582,3769,1492,651,723,622,719,592,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),28587,63000,69884,199702,79251,33842,18544,26129,58216,81286,37803,131325,
营业外收入(万元),427,116,1717,1190,1020,1105,704,1202,867,2188,782,1421,
营业外支出(万元),348,346,836,493,454,218,80,68,80,-885,2168,1534,
非流动资产处置损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,
利润总额(万元),28666,62770,70765,200398,79817,34729,19168,27262,59004,84358,36417,131212,
所得税费用(万元),6742,18531,18008,52261,21176,10144,4828,7895,15101,21919,8737,47749,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),21924,44239,52758,148137,58640,24584,14340,19367,43903,62439,27680,83463,
归属于母公司所有者的净利润(万元),22176,40890,46769,143883,58629,25858,14180,19306,43852,61865,27677,83467,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),-253,3349,5989,4254,11,-1274,160,61,51,574,3,-4,
基本每股收益,0.08,0.14,0.17,0.57,0.23,0.11,0.06,0.08,0.22,0.31,--,--,
稀释每股收益,0.08,0.14,0.17,0.57,0.23,0.11,0.06,0.08,0.22,0.31,--,--,
