报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,
营业总收入(万元),261022,217936,169177,131614,116823,125610,113032,135823,127880,80539,172458,125849,94987,
营业收入(万元),261022,217936,169177,131614,116823,125610,113032,135823,127880,80539,172458,125849,94987,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),235855,205561,163252,130145,123425,130728,134247,140391,121814,112399,179020,121767,86928,
营业成本(万元),185127,165722,132151,104484,91551,99740,95615,112647,95302,79268,157613,104699,73544,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),15856,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),2234,1884,1624,879,586,773,427,247,551,329,271,316,260,
销售费用(万元),6219,6076,5577,5571,5363,4695,5483,5278,4540,4386,4898,4009,2739,
管理费用(万元),17317,25424,20609,17475,17395,17820,19883,15853,14721,15213,10818,8178,7931,
财务费用(万元),2995,1246,-1494,-764,4053,4287,3696,3569,2399,2160,3208,3305,2021,
资产减值损失(万元),6106,5209,4786,2501,4476,3412,9143,2796,4301,11042,2212,1259,434,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),551,1541,2571,1718,1011,743,875,3683,959,3182,1832,3634,1089,
对联营企业和合营企业的投资收益(万元),-701,1541,668,650,434,743,812,650,438,2193,-1339,2824,911,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),31342,17595,8496,3186,-5590,-4375,-20339,-885,7025,-28678,-4729,7716,9148,
营业外收入(万元),317,176,4985,5600,7692,8135,1583,2740,1621,1998,6626,2169,825,
营业外支出(万元),300,372,741,287,340,1961,317,259,1222,2234,505,287,235,
非流动资产处置损失(万元),--,--,228,24,88,1669,9,19,59,189,83,14,1,
利润总额(万元),31359,17398,12740,8499,1762,1799,-19073,1595,7425,-28914,1392,9598,9738,
所得税费用(万元),2313,1419,1462,1117,458,430,855,126,-726,868,83,548,-34,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),29046,15979,11278,7382,1303,1370,-19928,1469,8151,-29782,1310,9050,9772,
归属于母公司所有者的净利润(万元),28355,15686,11033,7318,1357,1214,-19694,1210,8443,-29075,1214,8263,9593,
被合并方在合并前实现净利润(万元),--,--,906,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),691,293,245,64,-53,156,-234,259,-292,-707,96,787,179,
基本每股收益,0.28,0.19,0.13,0.09,0.02,0.02,-0.33,0.02,0.14,-0.49,0.02,0.19,0.22,
稀释每股收益,0.28,0.19,0.13,0.09,0.02,0.02,-0.33,0.02,0.14,-0.49,0.02,0.19,0.22,
