报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,
营业总收入(万元),47364,41197,30232,16226,10530,
营业收入(万元),47364,41197,30232,16226,10530,
利息收入(万元),--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,
营业总成本(万元),39250,34399,25250,14642,10634,
营业成本(万元),28809,24526,17944,9339,6547,
利息支出(万元),--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,
研发费用(万元),3002,2814,2105,--,--,
退保金(万元),--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,
分保费用(万元),--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,
营业税金及附加(万元),521,579,328,178,97,
销售费用(万元),3416,2962,2127,1386,1117,
管理费用(万元),2514,2686,2091,3210,2284,
财务费用(万元),676,294,231,397,408,
资产减值损失(万元),312,539,425,133,181,
公允价值变动收益(万元),--,--,--,--,--,
投资收益(万元),2,5,17,0,0,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,
期货损益(万元),--,--,--,--,--,
托管收益(万元),--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,
营业利润(万元),8441,6808,4999,1584,-104,
营业外收入(万元),197,408,184,345,74,
营业外支出(万元),19,41,53,38,31,
非流动资产处置损失(万元),--,--,--,1,--,
利润总额(万元),8619,7175,5130,1891,-61,
所得税费用(万元),1006,973,775,298,49,
未确认投资损失(万元),--,--,--,--,--,
净利润(万元),7613,6202,4355,1593,-111,
归属于母公司所有者的净利润(万元),7629,6211,4355,1593,-111,
被合并方在合并前实现净利润(万元),--,--,--,--,--,
少数股东损益(万元),-16,-9,-0,-1,--,
基本每股收益,1.14,0.95,0.74,0.28,-0.02,
稀释每股收益,1.14,0.95,0.74,0.28,-0.02,
