报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
营业总收入(万元),317669,278391,235176,259483,305026,308810,336479,309500,249901,153842,
营业收入(万元),317669,278391,235176,259483,305026,308810,336479,309500,249901,153842,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),374733,281768,218848,240275,286754,275953,287478,265904,232789,133960,
营业成本(万元),213837,176021,143869,160152,195249,209158,222696,200245,168126,97217,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,
研发费用(万元),7799,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),3380,3006,2346,2501,2943,2028,2831,2227,1699,1110,
销售费用(万元),81973,69463,52052,65403,58513,54278,52086,48339,41356,30254,
管理费用(万元),21122,26036,19581,19115,17020,18066,14825,15079,22144,5033,
财务费用(万元),2386,4268,426,-6641,-6421,-8233,-5781,-414,-189,-173,
资产减值损失(万元),44236,2975,573,-257,19449,656,820,428,-348,520,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,
投资收益(万元),4162,9860,12223,9802,8907,2222,8,102,8,29,
对联营企业和合营企业的投资收益(万元),-438,271,-340,-11,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,
营业利润(万元),-51677,8559,28551,29009,27180,35078,49009,43697,17120,19912,
营业外收入(万元),342,142,1571,2593,1390,2346,2305,1779,895,1425,
营业外支出(万元),2100,932,1139,1081,1892,1120,913,735,532,824,
非流动资产处置损失(万元),--,--,649,529,371,--,--,105,220,196,
利润总额(万元),-53434,7768,28983,30522,26679,36305,50401,44741,17484,20513,
所得税费用(万元),-2957,1949,4580,3625,5221,5516,7729,7758,4867,3257,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,
净利润(万元),-50478,5819,24404,26897,21458,30789,42672,36983,12617,17256,
归属于母公司所有者的净利润(万元),-49169,5477,24382,26946,21458,30789,42672,36983,12617,17158,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,-393,705,
少数股东损益(万元),-1309,342,22,-49,--,--,--,--,--,98,
基本每股收益,-0.61,0.07,0.3,0.34,0.54,0.77,1.19,1.23,0.42,0.57,
稀释每股收益,-0.61,0.07,0.3,0.34,0.54,0.77,1.19,1.23,0.42,0.57,
