报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,
营业总收入(万元),306380,299150,296752,292429,285109,
营业收入(万元),306380,299150,296752,292429,285109,
利息收入(万元),--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,
营业总成本(万元),263232,251939,226947,241634,238472,
营业成本(万元),223276,212800,184236,204290,190138,
利息支出(万元),--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,
研发费用(万元),11325,9613,10320,10252,--,
退保金(万元),--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,
分保费用(万元),--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,
营业税金及附加(万元),2864,3530,3470,3360,2660,
销售费用(万元),12833,13751,10756,10403,10885,
管理费用(万元),11779,10291,10770,9050,22455,
财务费用(万元),161,2849,442,2476,9292,
资产减值损失(万元),259,-896,6953,1803,3042,
公允价值变动收益(万元),1326,-707,-75,--,--,
投资收益(万元),-1619,-31,-198,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,
期货损益(万元),--,--,--,--,--,
托管收益(万元),--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,
营业利润(万元),45852,49163,69015,50795,46637,
营业外收入(万元),776,478,4373,3354,2550,
营业外支出(万元),13,56,410,839,614,
非流动资产处置损失(万元),--,--,--,--,74,
利润总额(万元),46615,49585,72979,53310,48573,
所得税费用(万元),5883,6933,12651,10262,9374,
未确认投资损失(万元),--,--,--,--,--,
净利润(万元),40731,42653,60328,43048,39199,
归属于母公司所有者的净利润(万元),40731,42653,60328,43048,39199,
被合并方在合并前实现净利润(万元),--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,
基本每股收益,0.23,0.24,0.34,0.31,0.29,
稀释每股收益,--,--,--,--,--,
