报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,
营业总收入(万元),277980,231581,215781,213801,182873,215619,182657,265685,222754,181170,191779,166572,144409,
营业收入(万元),277980,231581,215781,213801,182873,215619,182657,265685,222754,181170,191779,166572,144409,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),274812,230931,214134,214503,186989,218791,186514,263436,217428,176627,186645,163728,142537,
营业成本(万元),213247,175536,163329,161726,140427,173371,141652,218320,176082,143051,156214,137860,122596,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),26666,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),1663,1546,1402,920,905,1152,1509,2483,1772,1479,1318,1178,802,
销售费用(万元),18511,16702,15462,14811,13071,13569,12021,13746,14029,11831,10725,9540,8155,
管理费用(万元),12294,33464,31430,30599,27476,25371,26542,24635,22910,17517,14021,12455,9122,
财务费用(万元),1727,1842,1340,2077,2183,2869,2590,2998,1472,1524,3294,1935,1535,
资产减值损失(万元),704,1842,1171,4369,2927,2459,2199,1254,1164,1225,1072,759,328,
公允价值变动收益(万元),--,--,--,1,0,1,3,-5,--,--,--,--,--,
投资收益(万元),8678,619,-354,1482,2164,2146,2211,7660,2165,4242,1318,779,543,
对联营企业和合营企业的投资收益(万元),-643,-460,-1480,551,1462,1520,--,1296,1310,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),13971,2826,1293,781,-1952,-1025,-1643,9904,7490,8785,6452,3623,2416,
营业外收入(万元),199,25,1429,1281,3645,2546,2430,3328,2542,1215,5683,1086,752,
营业外支出(万元),179,26,59,268,147,167,77,213,99,229,218,102,75,
非流动资产处置损失(万元),--,--,10,41,8,20,41,27,20,--,--,16,22,
利润总额(万元),13991,2825,2663,1795,1547,1355,710,13019,9932,9772,11917,4608,3093,
所得税费用(万元),4113,640,423,-147,578,926,101,1768,1402,782,1183,871,463,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),9878,2186,2240,1942,969,429,609,11251,8530,8990,10733,3736,2630,
归属于母公司所有者的净利润(万元),7477,2198,2069,1856,1185,948,639,9431,6894,7590,10197,3276,2220,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),2400,-13,171,86,-215,-519,-30,1820,1636,1399,537,461,410,
基本每股收益,0.3,0.09,0.08,0.08,0.05,0.04,0.03,0.45,0.33,0.36,0.54,0.2,0.14,
稀释每股收益,0.3,0.09,0.08,0.08,0.05,0.04,0.03,0.45,0.33,0.36,0.54,0.2,0.14,
