报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),17431,18747,15634,14234,13370,14052,
营业收入(万元),17431,18747,15634,14234,13370,14052,
利息收入(万元),--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,
营业总成本(万元),14633,14601,12108,10236,9192,9911,
营业成本(万元),10030,10069,8084,6660,6004,6641,
利息支出(万元),--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,
研发费用(万元),880,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,
营业税金及附加(万元),312,337,242,189,181,178,
销售费用(万元),647,637,611,609,518,567,
管理费用(万元),2918,3348,3200,2623,2311,2341,
财务费用(万元),-85,27,-34,53,107,101,
资产减值损失(万元),-70,183,6,102,71,83,
公允价值变动收益(万元),--,--,--,--,--,--,
投资收益(万元),71,--,--,17,15,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,
营业利润(万元),2966,4191,3526,4015,4193,4141,
营业外收入(万元),622,4,76,61,28,159,
营业外支出(万元),65,6,30,28,46,16,
非流动资产处置损失(万元),--,--,2,6,0,--,
利润总额(万元),3523,4190,3571,4048,4175,4285,
所得税费用(万元),502,663,553,634,664,707,
未确认投资损失(万元),--,--,--,--,--,--,
净利润(万元),3021,3527,3018,3414,3511,3578,
归属于母公司所有者的净利润(万元),3021,3527,3018,3414,3511,3578,
被合并方在合并前实现净利润(万元),--,-193,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,
基本每股收益,0.28,0.44,0.38,0.53,0.56,0.57,
稀释每股收益,0.28,0.44,0.38,0.53,0.56,0.57,
