报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,
营业总收入(万元),71706,49067,58528,34560,10483,
营业收入(万元),71706,49067,58528,34560,10483,
利息收入(万元),--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,
营业总成本(万元),68170,43507,46396,25286,9312,
营业成本(万元),52529,30089,32447,19254,6515,
利息支出(万元),--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,
研发费用(万元),5893,--,--,--,--,
退保金(万元),--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,
分保费用(万元),--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,
营业税金及附加(万元),587,440,427,247,59,
销售费用(万元),3661,2764,3086,1475,626,
管理费用(万元),3274,9393,9851,3295,1798,
财务费用(万元),-135,0,15,22,56,
资产减值损失(万元),2361,820,570,993,257,
公允价值变动收益(万元),--,--,--,--,--,
投资收益(万元),781,827,212,153,22,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,
期货损益(万元),--,--,--,--,--,
托管收益(万元),--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,
营业利润(万元),8621,9243,12344,9421,1192,
营业外收入(万元),227,784,2951,1350,306,
营业外支出(万元),39,6,6,6,1,
非流动资产处置损失(万元),--,--,--,--,--,
利润总额(万元),8809,10022,15290,10765,1498,
所得税费用(万元),564,872,2658,1575,279,
未确认投资损失(万元),--,--,--,--,--,
净利润(万元),8246,9150,12631,9190,1219,
归属于母公司所有者的净利润(万元),8246,9150,12631,9190,1219,
被合并方在合并前实现净利润(万元),--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,
基本每股收益,0.8,1.07,1.55,1.19,--,
稀释每股收益,0.8,1.07,1.55,1.19,--,
