报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,
营业总收入(万元),113650,93893,74608,68393,65366,51351,36150,31078,31955,24362,20367,
营业收入(万元),113650,93893,74608,68393,65366,51351,36150,31078,31955,24362,20367,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),115124,92879,73651,65527,60507,47275,33643,26983,27156,20554,18957,
营业成本(万元),26778,28978,25239,21428,20549,17812,14392,16554,17486,14286,12585,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),5354,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),2096,1434,1163,968,961,734,513,306,262,183,163,
销售费用(万元),62456,42916,28348,26950,25572,18875,10568,4878,3974,2656,2924,
管理费用(万元),12051,16125,15189,13706,12707,9433,8146,4885,4943,2964,2763,
财务费用(万元),1323,1280,1253,837,535,40,-369,41,440,576,404,
资产减值损失(万元),5066,2146,2458,1637,184,381,393,318,51,-111,117,
公允价值变动收益(万元),--,--,--,--,20,-1,--,--,--,--,--,
投资收益(万元),-287,-397,1414,220,286,49,5,--,--,--,--,
对联营企业和合营企业的投资收益(万元),-287,-431,-126,-107,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),-1480,2882,2371,3087,5165,4124,2511,4096,4799,3808,1410,
营业外收入(万元),3151,1355,2167,1211,998,176,1545,133,1056,143,474,
营业外支出(万元),194,109,112,463,141,26,196,11,79,14,59,
非流动资产处置损失(万元),--,--,80,24,105,11,180,1,2,13,10,
利润总额(万元),1477,4127,4426,3834,6022,4274,3860,4218,5776,3936,1825,
所得税费用(万元),500,1038,670,929,433,766,557,684,977,1046,521,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),977,3089,3756,2905,5589,3508,3304,3534,4798,2890,1304,
归属于母公司所有者的净利润(万元),724,2167,3015,2290,4100,2711,2580,3534,4798,2890,1304,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),253,922,741,615,1489,796,724,--,--,--,--,
基本每股收益,0.03,0.1,0.14,0.14,0.31,0.2,0.19,0.32,0.48,0.29,0.14,
稀释每股收益,0.03,0.1,0.14,0.14,0.31,0.2,0.19,0.32,0.48,0.29,0.14,
