报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,
营业总收入(万元),283408,261213,225640,187343,160434,137084,109416,86019,67751,58443,48696,33843,32278,
营业收入(万元),283408,261213,225640,187343,160434,137084,109416,86019,67751,58443,48696,33843,32278,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),243653,224825,193224,159167,137182,116638,92710,71321,53729,46351,36897,23286,19158,
营业成本(万元),179147,166571,145443,119519,99068,81614,64767,49013,36582,31632,25627,17256,11146,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),30163,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),855,848,742,434,385,487,287,194,143,143,53,61,64,
销售费用(万元),10398,9828,6149,4709,6464,6341,5285,4246,3076,2986,2066,2032,1500,
管理费用(万元),23436,46655,41764,33948,30681,26816,22445,18346,14775,12438,11001,4782,6618,
财务费用(万元),-1741,-1339,-2341,-1150,-910,-570,-724,-897,-730,-1321,-1992,-1148,-367,
资产减值损失(万元),1395,2263,1468,1707,1493,1952,651,420,-117,473,143,303,197,
公允价值变动收益(万元),--,--,--,--,--,--,0,--,--,--,--,--,--,
投资收益(万元),--,52,211,285,--,--,--,--,--,-1676,48,393,46,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),43084,37980,32627,28461,23252,20446,16706,14698,14021,10416,11847,10950,13167,
营业外收入(万元),1558,1318,1677,1506,1323,701,2642,2975,1572,1198,992,78,54,
营业外支出(万元),116,161,563,359,35,49,85,30,79,75,126,49,37,
非流动资产处置损失(万元),--,--,561,336,8,33,65,11,22,40,17,22,34,
利润总额(万元),44526,39138,33741,29608,24540,21097,19263,17642,15514,11539,12713,10980,13183,
所得税费用(万元),4136,4594,4560,3858,3369,3037,2413,2453,2465,1641,1713,1218,1518,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),40390,34543,29181,25750,21171,18060,16851,15189,13049,9898,10999,9762,11665,
归属于母公司所有者的净利润(万元),35895,31139,26107,23331,20341,17565,15358,13623,11747,10312,9805,8792,11538,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),4495,3404,3075,2419,830,495,1492,1565,1302,-415,1194,970,127,
基本每股收益,0.84,0.73,0.61,0.54,0.62,0.53,0.47,0.41,0.36,0.31,0.3,0.56,0.8,
稀释每股收益,0.84,0.73,0.61,0.54,0.62,0.53,0.47,0.41,0.36,0.31,0.3,0.56,0.8,
