报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,
营业总收入(万元),4160075,3281378,2558157,2175368,2509492,2213787,1842057,2011847,1470239,932168,918327,
营业收入(万元),4160075,3281378,2558157,2175368,2509492,2213787,1842057,2011847,1470239,932168,918327,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),3888900,3060425,2427828,2166031,2502011,2211859,1808161,1857353,1331520,895840,908362,
营业成本(万元),3674247,2941459,2332640,2060503,2403193,2130834,1733930,1798145,1296480,869185,883833,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),48794,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),8113,8062,6209,1309,1663,1405,1746,3718,2659,1275,1233,
销售费用(万元),12584,10306,9118,7415,6139,4625,5277,3626,2837,2907,2781,
管理费用(万元),58485,80013,59179,66763,61559,59824,53593,53045,25995,18397,14114,
财务费用(万元),57322,22010,18119,29723,29074,13944,13964,-1684,3464,3914,6531,
资产减值损失(万元),29354,-1426,2563,318,383,1227,-348,503,85,162,-130,
公允价值变动收益(万元),1788,-1910,-617,549,415,-347,611,-888,275,2,--,
投资收益(万元),1990,2321,5764,-4623,2164,790,285,-364,1382,718,405,
对联营企业和合营企业的投资收益(万元),377,-48,-2,2,-0,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),277810,224057,135477,5263,10061,2371,34792,153242,140377,37049,10370,
营业外收入(万元),1618,2087,8564,17076,14947,15641,3847,9088,4649,3245,2989,
营业外支出(万元),656,658,3608,7239,6346,4775,2789,2874,2585,1465,1625,
非流动资产处置损失(万元),--,--,412,883,1717,314,39,25,117,60,174,
利润总额(万元),278772,225487,140433,15100,18662,13238,35849,159456,142441,38830,11734,
所得税费用(万元),65627,48571,26165,3106,5684,3345,6035,35136,22484,3816,357,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),213145,176916,114268,11994,12977,9893,29814,124320,119957,35013,11377,
归属于母公司所有者的净利润(万元),212025,176074,113215,11520,11185,7195,25740,112024,109182,33102,10379,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),1120,842,1054,473,1792,2698,4074,12296,10775,1911,998,
基本每股收益,1.16,1.42,1.03,0.12,0.12,0.07,0.27,1.23,3.11,1.03,0.33,
稀释每股收益,1.16,1.42,1.03,0.12,0.12,0.07,0.27,1.23,3.11,1.03,0.33,
