报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,
营业总收入(万元),34736,32856,32360,30378,25392,
营业收入(万元),34736,32856,32360,30378,25392,
利息收入(万元),--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,
营业总成本(万元),28317,25784,25327,24878,19550,
营业成本(万元),15958,14514,14336,12887,10908,
利息支出(万元),--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,
研发费用(万元),1992,--,--,--,--,
退保金(万元),--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,
分保费用(万元),--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,
营业税金及附加(万元),368,498,497,392,314,
销售费用(万元),5987,6414,6600,6454,5055,
管理费用(万元),2867,3928,3622,4694,2969,
财务费用(万元),-64,-212,-6,9,19,
资产减值损失(万元),1209,642,277,442,284,
公允价值变动收益(万元),--,--,--,--,--,
投资收益(万元),920,59,72,1,39,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,
期货损益(万元),--,--,--,--,--,
托管收益(万元),--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,
营业利润(万元),8103,7739,7105,5501,5880,
营业外收入(万元),371,208,372,446,459,
营业外支出(万元),1,11,17,2,19,
非流动资产处置损失(万元),--,--,--,--,1,
利润总额(万元),8473,7936,7460,5944,6320,
所得税费用(万元),1158,975,1125,601,765,
未确认投资损失(万元),--,--,--,--,--,
净利润(万元),7314,6961,6335,5343,5556,
归属于母公司所有者的净利润(万元),7314,6961,6335,5343,5556,
被合并方在合并前实现净利润(万元),--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,
基本每股收益,0.62,0.99,0.9,0.79,0.93,
稀释每股收益,0.62,0.99,0.9,0.79,0.93,
