报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,
营业总收入(万元),144,863,989,778,783,41979,87141,148483,208822,34970,11556,6948,16587,
营业收入(万元),144,863,989,778,783,41979,87141,148483,208822,34970,11556,6948,16587,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),36720,4459,62053,76049,4657,50572,95513,149755,209076,34754,11877,8589,11030,
营业成本(万元),533,2813,2613,2456,3158,43193,86682,145315,203567,32911,10174,5792,6294,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),--,2,2,13,14,88,89,386,417,314,595,493,911,
销售费用(万元),--,--,--,50,--,--,71,5,96,93,6,125,685,
管理费用(万元),460,770,1028,1635,1621,1863,2052,2777,2079,1185,796,1168,2832,
财务费用(万元),1,-132,1429,3153,2406,3184,3764,1359,1635,265,566,540,23,
资产减值损失(万元),35727,1006,56981,68742,-2543,2244,2855,-86,1282,-15,-260,471,285,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),-48222,--,--,-85149,--,--,351,5,498,--,--,4608,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),-84797,-3596,-61064,-160420,-3873,-8593,-8021,-1268,245,216,-321,2967,5557,
营业外收入(万元),12,73,12,10,5476,320,3048,28,371,403,5158,841,70,
营业外支出(万元),87331,10,181324,134916,625,14732,155,433,81,22,4,59,49,
非流动资产处置损失(万元),--,--,8,342,--,--,--,--,--,--,--,--,--,
利润总额(万元),-172116,-3533,-242376,-295326,977,-23004,-5128,-1673,535,597,4833,3750,5579,
所得税费用(万元),--,-54,--,-1992,-6,16,-324,543,432,155,1473,1912,2017,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),-172116,-3479,-242376,-293334,984,-23021,-4803,-2215,103,442,3360,1838,3562,
归属于母公司所有者的净利润(万元),-172016,-3068,-241984,-291355,576,-22571,-4449,-1858,264,498,3528,2513,3489,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),-100,-411,-392,-1979,407,-449,-354,-357,-161,-56,-167,-675,73,
基本每股收益,-1.15,-0.02,-1.62,-1.95,0,-0.15,-0.03,-0.01,0,0.01,0.06,0.05,0.06,
稀释每股收益,-1.15,-0.02,-1.62,-1.95,0,-0.15,-0.03,-0.01,0,0.01,0.06,0.05,0.06,
