报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,
营业总收入(万元),197147,275192,262675,188112,176034,157549,121064,109653,84769,74833,42577,41822,30458,24461,30078,
营业收入(万元),197147,275192,262675,188112,176034,157549,121064,109653,84769,74833,42577,41822,30458,24461,30078,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
营业总成本(万元),157970,253326,247601,175902,152921,136732,101869,88539,66465,59963,31274,30475,20222,15873,24732,
营业成本(万元),105761,201110,216275,140024,125715,116725,81930,71388,52112,49447,22603,24358,15774,12913,21102,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
营业税金及附加(万元),19523,18072,15171,17680,14270,10757,12481,9573,9208,6121,5937,4876,3422,1584,1960,
销售费用(万元),6667,5686,6347,3999,2174,2092,1446,1536,1273,880,743,354,271,308,301,
管理费用(万元),6516,5220,5010,5591,4587,4444,3612,3066,2918,2347,2265,1247,1280,1386,1387,
财务费用(万元),16911,19567,4976,8359,5326,2273,2180,2915,627,-139,-743,-363,-526,-307,-34,
资产减值损失(万元),2591,3671,-179,248,850,442,220,61,327,1307,467,4,0,-11,17,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
投资收益(万元),--,--,--,-74,-144,-17,1209,30,80,--,--,0,0,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,-36,-156,-17,--,--,--,--,--,0,0,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
营业利润(万元),39528,21900,15074,12137,22969,20800,20405,21144,18384,14871,11303,11346,10236,8588,5346,
营业外收入(万元),71,90,751,24,257,443,129,327,11,1,23,3,3,172,--,
营业外支出(万元),63,18,20,20,23,5,130,5,9,19,111,1,1,--,1,
非流动资产处置损失(万元),--,--,--,0,--,--,1,--,--,--,--,0,0,--,--,
利润总额(万元),39536,21972,15805,12140,23203,21238,20403,21466,18386,14853,11214,11349,10237,8760,5345,
所得税费用(万元),10122,5335,5752,3358,5987,5465,5000,5412,4594,3771,2885,3780,3532,3078,1873,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
净利润(万元),29415,16637,10053,8782,17216,15773,15403,16054,13792,11082,8329,7568,6705,5682,3472,
归属于母公司所有者的净利润(万元),24755,13277,10876,9152,17263,15795,15428,16096,13814,11084,8323,7565,6706,5682,3472,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),4660,3360,-823,-370,-47,-22,-25,-42,-22,-2,6,3,-1,--,--,
基本每股收益,0.77,0.41,0.34,0.29,0.54,0.49,0.48,0.5,0.43,0.69,0.53,0.95,0.84,0.71,0.43,
稀释每股收益,0.77,0.41,0.34,0.29,0.54,0.49,0.48,0.5,0.43,0.69,0.53,0.95,0.84,--,--,
