报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),367360,199977,90943,20277,12568,13777,12607,
营业收入(万元),367360,199977,90943,20277,12568,13777,12607,
利息收入(万元),--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,
营业总成本(万元),353172,191734,88047,18831,11787,12029,11287,
营业成本(万元),336854,180041,78827,10532,3515,4301,3750,
利息支出(万元),--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,
研发费用(万元),1673,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,
营业税金及附加(万元),296,173,128,111,114,125,498,
销售费用(万元),10251,6939,5620,4916,5019,4828,4461,
管理费用(万元),3237,3975,3297,3273,3270,2819,2650,
财务费用(万元),780,455,46,-70,-133,-60,-80,
资产减值损失(万元),83,150,129,69,2,16,9,
公允价值变动收益(万元),--,--,--,--,--,--,--,
投资收益(万元),-12,--,--,--,--,50,110,
对联营企业和合营企业的投资收益(万元),-12,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,
营业利润(万元),14176,8254,2896,1446,781,1798,1430,
营业外收入(万元),114,10,224,157,68,24,26,
营业外支出(万元),24,8,7,4,0,2,23,
非流动资产处置损失(万元),--,--,--,3,0,--,0,
利润总额(万元),14267,8257,3112,1599,849,1820,1434,
所得税费用(万元),3468,2039,460,399,270,374,293,
未确认投资损失(万元),--,--,--,--,--,--,--,
净利润(万元),10798,6218,2652,1201,578,1446,1141,
归属于母公司所有者的净利润(万元),9386,5875,2622,1201,578,1446,1141,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,
少数股东损益(万元),1412,343,31,--,--,--,--,
基本每股收益,0.89,0.59,0.32,0.42,0.19,0.44,0.38,
稀释每股收益,0.89,0.59,0.32,0.42,0.19,0.43,0.38,
