报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,
营业总收入(万元),8308,11091,16770,23043,34550,33580,37299,62664,66883,57392,42083,39835,31810,25164,
营业收入(万元),8308,11091,16770,23043,34550,33580,37299,62664,66883,57392,42083,39835,31810,25164,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,
营业总成本(万元),68336,41475,43266,47963,53300,54461,51561,61244,56169,45006,37008,35399,28687,23331,
营业成本(万元),10269,12722,19835,23132,31304,28545,30429,44913,45705,37290,31407,31187,25640,20518,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,
研发费用(万元),795,--,--,--,--,--,--,--,--,--,--,0,0,0,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,
营业税金及附加(万元),1076,1435,1465,66,91,140,189,399,319,140,189,124,132,106,
销售费用(万元),1328,1223,1356,2021,2190,2161,2238,2721,2189,1783,1431,1061,798,842,
管理费用(万元),11225,8186,3888,5674,7607,9255,8073,7470,5530,4282,2668,1720,1431,1303,
财务费用(万元),2371,5345,4201,4995,6600,7314,6534,4126,1535,883,1003,1084,636,456,
资产减值损失(万元),41272,12565,12521,12075,5508,7046,4098,1616,892,628,310,223,50,106,
公允价值变动收益(万元),--,--,--,--,--,--,0,--,--,--,--,0,0,0,
投资收益(万元),8003,--,--,30,8123,-0,0,--,--,27,--,-10,14,-14,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,27,--,-10,14,-14,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,
营业利润(万元),-59499,-7233,-26496,-24891,-10626,-20881,-14262,1419,10714,12413,5075,4426,3137,1820,
营业外收入(万元),801,7059,509,201,7505,11294,852,1372,766,1230,1038,444,23,47,
营业外支出(万元),1630,849,1061,80,53,11661,254,53,52,63,74,40,17,38,
非流动资产处置损失(万元),--,--,17,6,22,11377,236,4,7,0,0,3,1,5,
利润总额(万元),-60328,-1023,-27049,-24770,-3175,-21248,-13664,2738,11429,13580,6039,4830,3143,1829,
所得税费用(万元),0,-43,1750,77,-564,851,-1156,614,1587,1577,627,375,565,387,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,
净利润(万元),-60329,-980,-28798,-24846,-2611,-22099,-12508,2124,9842,12003,5412,4455,2577,1442,
归属于母公司所有者的净利润(万元),-57500,3714,-23299,-21175,389,-17288,-9866,2090,9412,11597,5072,4154,2598,1491,
被合并方在合并前实现净利润(万元),--,--,--,--,--,-22099,0,--,--,--,--,--,--,--,
少数股东损益(万元),-2829,-4694,-5499,-3671,-3000,-4811,-2642,34,430,406,340,301,-20,-49,
基本每股收益,-1.87,0.12,-0.76,-0.69,0.01,-0.67,-0.38,0.08,0.37,0.97,0.48,0.5,0.32,0.19,
稀释每股收益,-1.87,0.12,-0.76,-0.69,0.01,-0.67,-0.38,0.08,0.37,0.97,0.48,0.5,0.32,0.19,
