报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),40557,37674,33936,31207,27851,24911,
营业收入(万元),40557,37674,33936,31207,27851,24911,
利息收入(万元),--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,
营业总成本(万元),37166,32868,29040,27347,24483,21281,
营业成本(万元),28204,23920,21337,20619,18243,15883,
利息支出(万元),--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,
研发费用(万元),1394,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,
营业税金及附加(万元),356,259,201,200,187,180,
销售费用(万元),4732,4860,4130,3666,3086,2362,
管理费用(万元),2421,3131,2973,2297,2536,2142,
财务费用(万元),-187,655,313,512,383,561,
资产减值损失(万元),246,42,88,52,48,154,
公允价值变动收益(万元),--,--,--,--,--,--,
投资收益(万元),6,5,4,2,3,5,
对联营企业和合营企业的投资收益(万元),2,2,1,0,2,2,
汇兑收益(万元),--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,
营业利润(万元),3666,5112,4896,3902,3372,3635,
营业外收入(万元),52,15,76,210,107,28,
营业外支出(万元),13,1,27,37,36,68,
非流动资产处置损失(万元),--,--,--,--,0,28,
利润总额(万元),3705,5126,4945,4075,3443,3595,
所得税费用(万元),531,672,797,596,687,550,
未确认投资损失(万元),--,--,--,--,--,--,
净利润(万元),3174,4454,4148,3479,2756,3045,
归属于母公司所有者的净利润(万元),3184,4452,4143,3486,2764,3038,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,
少数股东损益(万元),-10,2,4,-7,-7,6,
基本每股收益,0.53,0.91,0.85,0.71,0.57,0.63,
稀释每股收益,0.53,0.91,0.85,0.71,0.57,0.63,
