报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),163181,101621,91451,94971,101263,77356,56393,
营业收入(万元),163181,101621,91451,94971,101263,77356,56393,
利息收入(万元),--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,
营业总成本(万元),134809,75055,69334,74307,78887,56583,43462,
营业成本(万元),92937,68648,62523,67674,72537,51093,35198,
利息支出(万元),--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,
营业税金及附加(万元),829,746,731,1019,1020,826,676,
销售费用(万元),4392,1728,1412,1415,1250,1046,744,
管理费用(万元),26327,4282,4375,3889,3835,2929,5597,
财务费用(万元),10274,-635,64,102,99,606,858,
资产减值损失(万元),50,284,229,208,146,82,388,
公允价值变动收益(万元),--,--,--,--,--,--,--,
投资收益(万元),156,1554,7,12,4,32,10,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,
营业利润(万元),33477,31118,22123,20676,22380,20805,12941,
营业外收入(万元),21010,7,2215,3277,2989,3494,1048,
营业外支出(万元),71,110,113,15,76,77,300,
非流动资产处置损失(万元),--,--,3,3,67,66,294,
利润总额(万元),54416,31014,24225,23938,25293,24223,13690,
所得税费用(万元),12392,4644,3889,3897,3596,4014,2447,
未确认投资损失(万元),--,--,--,--,--,--,--,
净利润(万元),42024,26370,20336,20040,21697,20209,11243,
归属于母公司所有者的净利润(万元),33457,26370,20336,20040,21697,20209,11243,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,
少数股东损益(万元),8567,--,--,--,--,--,--,
基本每股收益,2.09,1.65,1.56,1.67,1.81,1.68,1.02,
稀释每股收益,2.09,1.65,1.56,1.67,1.81,1.68,1.02,
