报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,
营业总收入(万元),358125,323568,253011,153469,84354,91981,82549,30599,34545,27834,28744,28098,19348,16150,10313,
营业收入(万元),358125,323568,253011,153469,84354,91981,82549,30599,34545,27834,28744,28098,19348,16150,10313,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
营业总成本(万元),292563,270213,203448,111426,49990,95224,82170,31090,33537,26965,28937,25482,17402,14900,9308,
营业成本(万元),157294,154756,132528,64431,25621,87227,75566,25238,28644,23676,25267,22730,15675,13449,8736,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
研发费用(万元),36953,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
营业税金及附加(万元),2450,2021,1685,989,1563,145,156,63,24,32,28,59,36,28,20,
销售费用(万元),40808,29371,18315,10969,5638,1695,1957,1626,1556,1207,775,547,368,426,135,
管理费用(万元),45343,67970,44092,32481,17415,4693,3589,3167,2487,1717,2203,1210,878,697,371,
财务费用(万元),7974,9052,3315,1202,-635,941,952,875,656,225,656,800,384,163,43,
资产减值损失(万元),1741,7042,3513,1355,388,522,-51,121,169,108,7,135,60,136,3,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,
投资收益(万元),22735,278,3238,985,-269,--,--,-34,--,62,62,--,--,0,0,
对联营企业和合营企业的投资收益(万元),-2510,-3230,1453,--,--,--,--,--,--,0,--,--,--,0,0,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
营业利润(万元),105001,64627,52801,43027,34095,-3244,379,-526,1008,930,-130,2617,1946,1251,1005,
营业外收入(万元),676,3240,6201,6954,6012,482,461,610,304,316,701,152,260,93,106,
营业外支出(万元),69,517,478,553,243,92,134,2,2,19,16,111,6,29,52,
非流动资产处置损失(万元),--,--,49,53,--,56,72,--,--,8,--,--,--,0,0,
利润总额(万元),105609,67351,58524,49428,39864,-2853,705,82,1309,1228,555,2658,2200,1315,1060,
所得税费用(万元),4473,936,-1183,-1085,-907,640,125,8,177,237,-268,368,468,182,286,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
净利润(万元),101136,66415,59708,50513,40770,-3492,581,74,1132,990,823,2290,1732,1134,773,
归属于母公司所有者的净利润(万元),100912,65589,58788,51557,41459,-2046,493,193,1053,985,882,2294,1731,1134,773,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),224,826,920,-1044,-689,-1446,88,-119,78,6,-60,-3,1,-1,0,
基本每股收益,1.15,0.76,0.68,1.86,1.67,-0.25,0.06,0.02,0.13,0.12,0.11,0.34,0.28,0.18,0.34,
稀释每股收益,1.15,0.76,0.68,1.86,1.67,-0.25,0.06,0.02,0.13,0.12,0.11,0.34,0.28,0.18,0.34,
