报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,
营业总收入(万元),103898,146529,147729,153691,160738,148777,177307,146737,116889,85796,63597,43143,23373,10672,4095,
营业收入(万元),103898,146529,147729,153691,160738,148777,177307,146737,116889,85796,63597,43143,23373,10672,4095,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
营业总成本(万元),121074,133147,128700,137894,147035,135044,161462,130247,104967,78778,57111,38364,20614,9268,3481,
营业成本(万元),87518,114127,117158,120962,130940,116298,142838,116683,96648,73623,52973,36967,19396,8686,3079,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
营业税金及附加(万元),1423,1262,835,756,324,783,710,261,483,60,116,17,--,1,7,
销售费用(万元),1619,2419,3998,4449,4801,5243,7073,4709,2815,1052,740,435,410,230,99,
管理费用(万元),14297,3113,3204,3565,2891,3483,2708,1574,1677,1065,1043,622,309,127,155,
财务费用(万元),9034,10563,1507,6611,7964,8468,7795,7013,3370,2959,2231,335,484,225,142,
资产减值损失(万元),7183,1663,1998,1552,116,768,338,7,-27,19,8,-11,15,0,0,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,
投资收益(万元),128,109,74,44,--,--,--,24,128,--,--,--,--,0,0,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,24,--,--,--,--,--,0,0,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
营业利润(万元),-15993,13655,19103,15841,13703,13733,15845,16514,12051,7018,6486,4779,2759,1404,614,
营业外收入(万元),2,--,150,202,114,90,65,1714,355,568,297,--,--,0,20,
营业外支出(万元),365,1,639,249,73,23,4,6,166,7,21,10,238,136,1,
非流动资产处置损失(万元),--,--,639,229,5,--,4,--,--,--,--,--,211,127,0,
利润总额(万元),-16356,13654,18614,15794,13743,13801,15906,18222,12239,7579,6761,4769,2521,1268,632,
所得税费用(万元),168,273,457,244,252,457,778,1146,4,1,--,--,96,0,0,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
净利润(万元),-16525,13382,18157,15550,13492,13343,15128,17076,12235,7578,6761,4769,2425,1268,632,
归属于母公司所有者的净利润(万元),-16524,13381,18153,15555,13492,13343,15128,17076,12235,7578,6761,4769,2425,1268,632,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),-1,1,4,-5,--,--,--,--,--,--,--,--,--,0,0,
基本每股收益,-0.22,0.24,0.34,0.33,0.29,0.29,0.33,0.81,0.62,0.77,0.71,0.92,0.47,0.32,0.16,
稀释每股收益,-0.22,0.24,0.34,0.33,0.29,0.29,0.33,0.81,0.62,0.77,0.71,0.92,0.47,0.32,0.16,
