报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),162016,155710,121664,116691,97580,95179,77467,
营业收入(万元),162016,155710,121664,116691,97580,95179,77467,
利息收入(万元),--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,
营业总成本(万元),148722,139194,105042,99214,89420,86342,74383,
营业成本(万元),117406,114239,85429,79461,72863,72326,62028,
利息支出(万元),--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,
研发费用(万元),7161,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,
营业税金及附加(万元),1763,1612,712,893,796,443,156,
销售费用(万元),6187,6910,5609,5361,4509,3975,2921,
管理费用(万元),8350,12084,10320,9769,7549,7168,6898,
财务费用(万元),3915,2048,1901,2530,3126,2081,1947,
资产减值损失(万元),3942,2302,1071,1200,575,350,432,
公允价值变动收益(万元),--,--,--,-119,119,--,--,
投资收益(万元),--,--,36,160,640,8,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,21,8,--,
汇兑收益(万元),--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,
营业利润(万元),14133,17985,16664,17613,8919,8845,3084,
营业外收入(万元),23,14,1916,392,468,114,469,
营业外支出(万元),101,281,93,95,57,66,60,
非流动资产处置损失(万元),--,--,--,--,4,--,1,
利润总额(万元),14055,17718,18488,17911,9329,8893,3493,
所得税费用(万元),1531,2188,3018,2857,1445,1357,534,
未确认投资损失(万元),--,--,--,--,--,--,--,
净利润(万元),12524,15530,15470,15054,7884,7536,2959,
归属于母公司所有者的净利润(万元),12524,15530,15470,15054,7884,6777,3069,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,759,-110,
基本每股收益,0.62,0.94,0.94,0.96,0.55,--,0.22,
稀释每股收益,0.62,0.94,0.94,0.96,0.55,--,0.22,
