报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,
营业总收入(万元),98422,106563,78138,63044,56427,
营业收入(万元),98422,106563,78138,63044,56427,
利息收入(万元),--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,
营业总成本(万元),80543,90179,72230,59561,55825,
营业成本(万元),68310,76851,61045,53116,51388,
利息支出(万元),--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,
研发费用(万元),741,159,251,--,--,
退保金(万元),--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,
分保费用(万元),--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,
营业税金及附加(万元),1062,982,680,75,--,
销售费用(万元),4273,5088,3581,1917,1683,
管理费用(万元),3547,3753,2620,1960,1216,
财务费用(万元),2496,3387,2205,2148,1462,
资产减值损失(万元),112,-41,1848,346,75,
公允价值变动收益(万元),--,--,--,--,--,
投资收益(万元),--,--,2,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,
期货损益(万元),--,--,--,--,--,
托管收益(万元),--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,
营业利润(万元),17975,16424,5919,3482,602,
营业外收入(万元),870,65,422,370,212,
营业外支出(万元),10,63,27,8,0,
非流动资产处置损失(万元),--,--,--,--,--,
利润总额(万元),18836,16426,6314,3844,814,
所得税费用(万元),2905,2840,1690,963,225,
未确认投资损失(万元),--,--,--,--,--,
净利润(万元),15931,13586,4624,2881,590,
归属于母公司所有者的净利润(万元),15931,13586,4624,2881,590,
被合并方在合并前实现净利润(万元),--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,
基本每股收益,0.46,0.39,0.13,0.14,0.03,
稀释每股收益,0.46,0.39,0.13,0.14,0.03,
