报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,
营业总收入(万元),83763,76962,68349,51044,31536,22117,20944,18427,14001,8741,6615,
营业收入(万元),83763,76962,68349,51044,31536,22117,20944,18427,14001,8741,6615,
利息收入(万元),--,--,--,--,--,--,--,--,0,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,0,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,0,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,0,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,0,0,0,
营业总成本(万元),77722,69544,60811,44435,28363,21442,16397,14695,10846,6952,5484,
营业成本(万元),37599,34232,30766,23736,14914,10929,9654,8829,6712,4244,3459,
利息支出(万元),--,--,--,--,--,--,--,--,0,0,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,0,0,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,0,0,0,
研发费用(万元),8750,--,--,--,--,--,--,--,0,0,0,
退保金(万元),--,--,--,--,--,--,--,--,0,0,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,0,0,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,0,0,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,0,0,0,
分保费用(万元),--,--,--,--,--,--,--,--,0,0,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,0,0,0,
营业税金及附加(万元),1122,997,976,581,301,286,250,192,118,78,60,
销售费用(万元),20920,17984,15830,12436,8312,6963,4280,3262,1981,1127,844,
管理费用(万元),6368,14412,11260,6753,4099,3369,2588,2247,1742,1342,962,
财务费用(万元),1198,551,837,-5,-288,-578,-735,-219,108,56,44,
资产减值损失(万元),1764,1368,1144,934,1025,472,361,382,185,105,115,
公允价值变动收益(万元),340,--,--,--,--,--,--,--,0,0,0,
投资收益(万元),1010,486,-158,22,--,18,--,-5,0,-35,-10,
对联营企业和合营企业的投资收益(万元),275,-110,--,22,--,--,--,--,0,0,0,
汇兑收益(万元),--,--,--,--,--,--,--,--,0,0,0,
期货损益(万元),--,--,--,--,--,--,--,--,0,0,0,
托管收益(万元),--,--,--,--,--,--,--,--,0,0,0,
补贴收入(万元),--,--,--,--,--,--,--,--,0,0,0,
其他业务利润(万元),--,--,--,--,--,--,--,--,0,0,0,
营业利润(万元),10721,13052,7379,6632,3173,693,4547,3727,3155,1754,1121,
营业外收入(万元),312,282,2554,517,1147,1906,330,1104,762,506,283,
营业外支出(万元),101,5,117,184,4,2,3,12,1,0,3,
非流动资产处置损失(万元),--,--,7,4,1,--,3,0,0,0,0,
利润总额(万元),10932,13330,9816,6964,4316,2597,4873,4819,3916,2260,1401,
所得税费用(万元),1199,1307,1252,893,510,151,660,633,482,293,134,
未确认投资损失(万元),--,--,--,--,--,--,--,--,0,0,0,
净利润(万元),9733,12023,8563,6071,3806,2446,4213,4186,3434,1966,1267,
归属于母公司所有者的净利润(万元),9611,11967,8485,6040,3776,2470,4213,4186,3434,1966,1267,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,0,0,0,
少数股东损益(万元),121,56,78,31,31,-23,--,--,0,0,0,
基本每股收益,0.2,0.37,0.28,0.21,0.26,0.28,0.47,1.1,1.07,0.69,0.46,
稀释每股收益,0.2,0.37,0.28,0.21,0.26,0.28,0.47,1.1,1.07,0.69,0.46,
