报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),34892,39492,32582,26736,23354,20362,17315,
营业收入(万元),34892,39492,32582,26736,23354,20362,17315,
利息收入(万元),--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,
营业总成本(万元),31632,33650,27145,22525,19803,18055,16397,
营业成本(万元),22200,24010,19182,16004,14028,12806,10524,
利息支出(万元),--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,
研发费用(万元),3363,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,
营业税金及附加(万元),307,356,356,259,201,194,126,
销售费用(万元),2511,2785,2145,1965,1648,1399,1500,
管理费用(万元),3113,6290,5174,3972,3190,2692,3771,
财务费用(万元),48,-16,41,240,594,816,586,
资产减值损失(万元),91,225,246,85,142,148,-109,
公允价值变动收益(万元),--,--,--,--,--,--,--,
投资收益(万元),1170,158,--,2,--,--,227,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,
营业利润(万元),4745,6302,5437,4213,3551,2307,1144,
营业外收入(万元),431,551,326,285,166,188,168,
营业外支出(万元),227,50,31,9,21,1,54,
非流动资产处置损失(万元),--,--,26,8,17,1,11,
利润总额(万元),4950,6803,5733,4489,3696,2494,1258,
所得税费用(万元),369,862,712,542,508,295,313,
未确认投资损失(万元),--,--,--,--,--,--,--,
净利润(万元),4581,5941,5021,3947,3188,2199,945,
归属于母公司所有者的净利润(万元),4460,5885,5110,3954,3188,2199,986,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,
少数股东损益(万元),121,56,-89,-6,--,--,-40,
基本每股收益,0.28,0.37,0.85,0.66,0.58,0.37,0.16,
稀释每股收益,0.28,0.37,0.85,0.66,0.58,0.37,0.16,
