报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),89645,72169,60568,76975,62021,50144,53247,15460,
营业收入(万元),89645,72169,60568,76975,62021,50144,53247,15460,
利息收入(万元),--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,
营业总成本(万元),83368,63988,49311,60895,50465,39618,41405,13277,
营业成本(万元),67020,50217,40696,50239,40928,31167,32712,9462,
利息支出(万元),--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,
研发费用(万元),4367,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,
营业税金及附加(万元),714,742,418,799,622,573,253,115,
销售费用(万元),2374,1812,1442,1550,1206,1016,1121,524,
管理费用(万元),8571,9954,7067,8451,7455,6172,6125,2751,
财务费用(万元),-590,976,-608,-546,-80,643,890,285,
资产减值损失(万元),912,287,297,402,333,47,304,140,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,
投资收益(万元),673,539,186,164,92,29,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,
营业利润(万元),7421,9293,11442,16245,11647,10556,11842,2183,
营业外收入(万元),--,747,944,298,4517,1038,149,255,
营业外支出(万元),11,251,6,57,2,4,121,6,
非流动资产处置损失(万元),--,--,1,35,--,--,--,--,
利润总额(万元),7410,9788,12381,16485,16162,11590,11870,2432,
所得税费用(万元),1078,1347,1965,3030,2397,1848,1986,590,
未确认投资损失(万元),--,--,--,--,--,--,--,--,
净利润(万元),6332,8441,10415,13456,13766,9741,9883,1842,
归属于母公司所有者的净利润(万元),6449,8579,10415,13456,13766,9756,9907,1842,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,
少数股东损益(万元),-117,-138,--,--,--,-15,-24,--,
基本每股收益,0.53,0.76,1.13,1.46,1.5,1.1,1.19,0.23,
稀释每股收益,0.53,0.76,1.13,1.46,1.5,1.1,1.19,0.23,
